Contrast,Dissimilarity,Energy,ASM,Correlation
[820.48683956],[18.34325649],[0.0153502],[0.00023591],[0.82247731]
[790.77368248],[18.11806599],[0.01525783],[0.00023308],[0.8364437]
[814.83328847],[18.31907104],[0.01510885],[0.00022876],[0.81760748]
[736.8824207],[16.90136513],[0.01661012],[0.0002763],[0.76639668]
[735.63099647],[17.07626393],[0.01655706],[0.00027447],[0.80156529]
[746.6351226],[17.62967619],[0.01549904],[0.00024075],[0.85225024]
[378.51210421],[12.25764185],[0.01915022],[0.00036726],[0.66723012]
[347.87413128],[11.91057775],[0.0191007],[0.00036529],[0.69600336]
[391.9993882],[12.56956706],[0.01794246],[0.00032246],[0.72065083]
[311.23023175],[11.19851652],[0.0198962],[0.00039698],[0.80575503]
[277.25485647],[10.42399528],[0.02096738],[0.00044108],[0.84876607]
[388.57611042],[12.20835911],[0.01956219],[0.00038344],[0.70763198]
[290.93516366],[10.55920897],[0.02064985],[0.00042754],[0.83126921]
[326.49901049],[11.28699675],[0.02072434],[0.00043036],[0.79077364]
[240.63990127],[9.91275876],[0.02269792],[0.00051867],[0.86146087]
[281.29856633],[10.53844094],[0.02270511],[0.00051664],[0.81312867]
[308.96678225],[10.72717509],[0.02158581],[0.00046788],[0.79739221]
[263.57681672],[10.27565173],[0.02030295],[0.00041322],[0.84381991]
[317.51237305],[10.40999174],[0.02179731],[0.00047626],[0.83970673]
[294.24365054],[10.56290554],[0.02065564],[0.00042739],[0.83312883]
[354.03511711],[11.05665226],[0.02053304],[0.00042246],[0.80727343]
[283.499754],[10.60703706],[0.02082],[0.00043421],[0.81292225]
[709.60343712],[16.56991379],[0.01730276],[0.00030026],[0.78573083]
[661.07673701],[16.0821271],[0.02082707],[0.0004357],[0.76579795]
[673.07147668],[15.96952095],[0.01821544],[0.00033233],[0.81031749]
[722.23888092],[16.37615331],[0.01866604],[0.00034906],[0.80786482]
[854.19006502],[18.02357308],[0.02143984],[0.00046141],[0.84081539]
[796.61139386],[16.75600234],[0.03327637],[0.00112974],[0.79889713]
[762.27299375],[16.47573395],[0.03612979],[0.0013359],[0.83436471]
[852.53245745],[17.39029749],[0.04350054],[0.00193974],[0.81136368]
[821.14455643],[17.18579696],[0.04365406],[0.00195416],[0.82729994]
[936.69682894],[17.31353402],[0.09692526],[0.00948701],[0.86256381]
[952.14716176],[17.35961039],[0.10222251],[0.01053299],[0.86433921]
[744.55430625],[16.59857279],[0.02691522],[0.00072755],[0.81077772]
[766.81938363],[17.35391407],[0.03112502],[0.00098583],[0.77341041]
[572.76292154],[14.49607576],[0.02727539],[0.00074849],[0.89651595]
[508.62104278],[13.70346814],[0.0217452],[0.00047577],[0.8746236]
[624.17631759],[15.3582156],[0.01871967],[0.00035127],[0.78975243]
[607.35560664],[15.65570491],[0.01812883],[0.00033022],[0.85806268]
[525.32925187],[14.0116624],[0.01996061],[0.00039964],[0.82180092]
[453.83841926],[12.62359603],[0.02353361],[0.00055651],[0.87653548]
[493.07819656],[13.43521849],[0.02310199],[0.00053545],[0.89130496]
[498.20732097],[13.62935516],[0.02235408],[0.0005009],[0.8900522]
[616.88368281],[15.20439438],[0.02357929],[0.00056287],[0.86738862]
[547.19187149],[13.71192755],[0.02240469],[0.00050285],[0.77996399]
[528.07754864],[13.67632109],[0.0212654],[0.00045287],[0.78538948]
[582.51786585],[14.50344359],[0.02094855],[0.00043964],[0.76930166]
[631.51620598],[14.79213909],[0.02207897],[0.00048973],[0.81497942]
[617.06709658],[15.18256924],[0.02903977],[0.0008468],[0.88660452]
[617.66879299],[15.21123382],[0.01920901],[0.00036989],[0.78275705]
[536.25389102],[14.10542916],[0.02262503],[0.00051444],[0.79254062]
[495.62233926],[14.04420695],[0.01918174],[0.00036926],[0.85791515]
[489.34073721],[13.61198204],[0.02398303],[0.00058195],[0.87922968]
[741.88338745],[16.56057891],[0.01535471],[0.00023624],[0.8220065]
[755.87987396],[16.78010826],[0.01504986],[0.00022695],[0.80183483]
[652.16841044],[16.08963828],[0.01433122],[0.00020567],[0.85508418]
[542.81547226],[14.5091914],[0.01648803],[0.00027295],[0.88767655]
[734.41175833],[16.31048298],[0.01545007],[0.000239],[0.83312293]
[558.07955899],[15.00922676],[0.01545955],[0.00023991],[0.88637186]
[715.80964828],[16.5731476],[0.01516367],[0.00023133],[0.80529908]
[719.95028354],[16.48433024],[0.0142632],[0.00020394],[0.81530231]
[896.65404887],[17.45496225],[0.01607149],[0.00025883],[0.81641509]
[831.31993153],[17.35026944],[0.01483662],[0.00022065],[0.83035471]
[846.57006604],[17.35387734],[0.0143813],[0.00020784],[0.82945717]
[631.54630354],[15.51037808],[0.01591869],[0.00025429],[0.85985143]
[586.73512449],[15.09331036],[0.01516926],[0.00023062],[0.89164811]
[683.80653288],[16.20980247],[0.01581718],[0.00025058],[0.84687816]
[727.31324483],[16.16453912],[0.01655087],[0.00027429],[0.81978962]
[568.53992347],[14.94977526],[0.01447924],[0.00021005],[0.88670781]
[790.5566787],[17.09573518],[0.01709551],[0.00029294],[0.81149551]
[611.31332495],[14.90989482],[0.01622358],[0.00026398],[0.87077301]
[229.26771899],[9.57388015],[0.03857223],[0.00149602],[0.88198037]
[211.782019],[9.28031457],[0.03440356],[0.00119136],[0.88793419]
[169.51327675],[7.94793398],[0.04890612],[0.00240438],[0.92293935]
[234.59566264],[9.49554509],[0.02798742],[0.0007864],[0.82817412]
[191.17173705],[8.72265266],[0.0267268],[0.00071573],[0.84399982]
[227.14136639],[9.45712026],[0.03128475],[0.0009813],[0.87093224]
[248.02886485],[8.84744757],[0.0305962],[0.00093826],[0.85809646]
[237.7161612],[8.8335988],[0.02869468],[0.00082555],[0.85315487]
[240.45551682],[9.62220219],[0.03256678],[0.00106341],[0.87347593]
[212.08729671],[9.0037337],[0.0363526],[0.0013241],[0.86912539]
[207.8551611],[9.06466083],[0.03559434],[0.00126896],[0.89168629]
[254.0832778],[10.12546142],[0.02577079],[0.00066534],[0.79105854]
[307.44228335],[10.7183998],[0.02528431],[0.00064046],[0.75630446]
[212.9594721],[8.8992994],[0.04178533],[0.00175314],[0.89274977]
[178.11518824],[8.50005676],[0.03670609],[0.00134884],[0.88258981]
[249.61501195],[10.12562333],[0.03447904],[0.00119129],[0.86105271]
[213.7019501],[8.97429219],[0.03391378],[0.00115446],[0.88969635]
[188.25962696],[8.95518295],[0.02978542],[0.00088856],[0.85336205]
[193.79820623],[8.63980626],[0.03746576],[0.00140619],[0.8984063]
[181.16615464],[8.22225235],[0.04237755],[0.00179976],[0.91077286]
[266.54188116],[10.34209364],[0.02341645],[0.00054921],[0.7799481]
[274.61643988],[10.54634367],[0.02604959],[0.00067955],[0.76146397]
[206.46165827],[9.03826942],[0.03375496],[0.00114135],[0.89313715]
[201.64719677],[8.95194236],[0.0332399],[0.00110624],[0.8753322]
[565.73105066],[14.88481434],[0.01787006],[0.0003198],[0.72771688]
[624.61816303],[15.77548415],[0.01690255],[0.00028617],[0.7203053]
[506.63907115],[14.00154159],[0.01811639],[0.00032883],[0.75039965]
[480.42986972],[13.43042617],[0.01864372],[0.00034815],[0.76866902]
[568.56985989],[14.48426413],[0.017368],[0.0003025],[0.74740885]
[635.39275957],[14.91541881],[0.01787373],[0.00031992],[0.75049279]
[624.32233712],[15.29424925],[0.01765338],[0.000312],[0.74761575]
[587.46926114],[15.41824377],[0.01794505],[0.00032271],[0.75266837]
[471.0046293],[13.76550621],[0.01954572],[0.00038286],[0.78434972]
[552.37903624],[14.54776616],[0.01795609],[0.00032329],[0.7578406]
[617.7884067],[16.17450185],[0.0154972],[0.00024083],[0.73599662]
[678.27690396],[16.70087999],[0.01559815],[0.00024391],[0.72601069]
[581.99406541],[14.88699963],[0.01711442],[0.00029348],[0.73237879]
[581.3668739],[14.79612934],[0.01711535],[0.00029352],[0.73463039]
[539.91394517],[14.56467074],[0.01680245],[0.00028284],[0.74108456]
[489.76913981],[13.98629648],[0.01838879],[0.00033858],[0.75190724]
[1376.94049077],[26.16736622],[0.01484919],[0.00022655],[0.82963718]
[1091.12914305],[23.99794179],[0.01066531],[0.00011387],[0.80299026]
[1262.83755652],[24.56903862],[0.01770358],[0.00031765],[0.84776148]
[1133.04663805],[24.66500877],[0.00997514],[9.96429273e-05],[0.80662285]
[1254.41340886],[24.52525865],[0.01845023],[0.00034537],[0.84149244]
[1004.52941328],[23.16489505],[0.01030616],[0.00010631],[0.81796346]
[1264.42685903],[24.87328617],[0.01539872],[0.00024102],[0.82889837]
[1228.73850638],[24.3836451],[0.02078994],[0.00043412],[0.85064382]
[1038.19446352],[23.68040138],[0.01029078],[0.00010601],[0.80300606]
[1114.81284091],[23.01669407],[0.02025294],[0.00041719],[0.84449445]
[1059.77144584],[23.3872537],[0.01291824],[0.00016748],[0.8174644]
[1180.47541597],[24.5359504],[0.0117727],[0.0001389],[0.8079983]
[1101.17533305],[24.22748839],[0.0102562],[0.00010553],[0.80432456]
[1105.39285088],[24.19245767],[0.01009993],[0.00010217],[0.80470676]
[968.48639699],[22.51554395],[0.01064151],[0.00011349],[0.83399859]
[984.97989314],[23.19057727],[0.01043097],[0.00010894],[0.82208621]
[1109.19076064],[24.12348767],[0.01056449],[0.00011176],[0.80106943]
[885.78177546],[21.28943069],[0.01541011],[0.00024132],[0.85469102]
[1005.21534304],[22.92018655],[0.01132063],[0.00012834],[0.81891824]
[1195.42658057],[23.75538499],[0.01786717],[0.00032594],[0.82897484]
[1275.25966326],[24.76247057],[0.01592215],[0.00025668],[0.82428997]
[1365.36711369],[25.96760788],[0.01448967],[0.00021321],[0.8258148]
[1296.13284254],[25.18806682],[0.01417647],[0.00020491],[0.83822647]
[979.80143198],[22.83458783],[0.01039059],[0.00010808],[0.81723418]
[1188.91481995],[23.92391636],[0.01814172],[0.00033148],[0.83246852]
[1257.10383843],[24.42555156],[0.02110015],[0.00044762],[0.84488719]
[1162.96353286],[24.44631483],[0.0101174],[0.00010247],[0.79969255]
[1089.44313287],[24.20026804],[0.009742],[9.49799743e-05],[0.80440046]
[1186.75541826],[25.04840929],[0.00962745],[9.2775773e-05],[0.79538845]
[1390.97210334],[26.1455948],[0.01547896],[0.00024547],[0.8250789]
[1366.50289181],[26.23531605],[0.01559071],[0.00024948],[0.82553073]
[1129.54973852],[24.34011031],[0.01041616],[0.00010864],[0.80107643]
[1036.44514877],[23.63738437],[0.00981214],[9.63344939e-05],[0.81579769]
[1247.02951611],[25.39940632],[0.00995779],[9.93362545e-05],[0.80467188]
[1098.88768331],[24.39042135],[0.00969479],[9.40826906e-05],[0.81601321]
[933.05080739],[22.48364284],[0.01073797],[0.00011545],[0.81912743]
[955.50738263],[22.36394903],[0.01068578],[0.00011434],[0.8211851]
[1279.26221581],[24.89348062],[0.01584149],[0.00025466],[0.8393089]
[1034.77370837],[23.65351664],[0.01045904],[0.00010956],[0.81334698]
[1287.86206439],[24.73535947],[0.01737011],[0.00030687],[0.82622663]
[1050.71323568],[23.09002842],[0.01167021],[0.00013679],[0.82124165]
[1069.09893846],[23.41430125],[0.01438058],[0.00020728],[0.81997399]
[1101.37577244],[24.07746763],[0.01336533],[0.00017933],[0.81477233]
[1065.4993438],[24.09718009],[0.01041],[0.00010858],[0.81077281]
[1157.27502023],[23.19147153],[0.02017753],[0.00041197],[0.84173744]
[999.03103696],[23.04259805],[0.01126245],[0.00012702],[0.81777858]
[1120.9289778],[24.34318462],[0.00998385],[9.98456314e-05],[0.80158208]
[1059.39665896],[23.58336762],[0.01125141],[0.00012677],[0.80862556]
[1155.71009237],[24.38422422],[0.01149618],[0.00013261],[0.81354823]
[505.20636278],[15.2136844],[0.0165681],[0.00027472],[0.77020683]
[586.28538008],[16.04275223],[0.01586579],[0.00025195],[0.77077937]
[615.37360144],[17.07773427],[0.01324842],[0.00017569],[0.82069027]
[499.63979584],[15.28749133],[0.01542588],[0.00023816],[0.77540238]
[592.28667278],[16.71851345],[0.01336044],[0.00017874],[0.82509754]
[586.69310766],[16.76954161],[0.01315243],[0.00017328],[0.81722553]
[637.57577045],[17.43238821],[0.01381911],[0.00019113],[0.7877724]
[547.65026558],[15.63744596],[0.01615526],[0.00026116],[0.77080059]
[603.48455185],[16.37096379],[0.01422604],[0.00020255],[0.80920609]
[529.80664907],[15.80535211],[0.0145209],[0.00021105],[0.82155553]
[521.85456625],[15.42898064],[0.01487784],[0.00022159],[0.80112992]
[511.08793088],[15.22879173],[0.01692275],[0.00028678],[0.75161301]
[678.87133656],[17.47536751],[0.01536132],[0.00023623],[0.7200248]
[626.18021139],[16.67074522],[0.01557816],[0.00024296],[0.73610967]
[517.48973571],[15.26062965],[0.01614549],[0.00026092],[0.77181161]
[658.02412926],[16.8412902],[0.02665838],[0.00072415],[0.71915448]
[715.5512392],[17.25978294],[0.02411214],[0.00058342],[0.67756126]
[714.31556699],[17.68207055],[0.01995163],[0.0003992],[0.68635739]
[735.64131314],[17.82676684],[0.01953716],[0.00038291],[0.67340412]
[551.31926384],[15.89538209],[0.01982175],[0.00039393],[0.75243236]
[647.7808732],[16.91614866],[0.01952908],[0.00038254],[0.71378526]
[677.71719093],[16.9572581],[0.02050184],[0.00042159],[0.71295448]
[748.94287188],[18.1371587],[0.01803672],[0.00032596],[0.67711861]
[671.34820851],[16.99425061],[0.02000663],[0.00040085],[0.70935024]
[717.62632783],[17.78332462],[0.019479],[0.0003801],[0.69308874]
[675.05330467],[17.47306027],[0.01806318],[0.00032704],[0.68829427]
[603.48284045],[16.09345557],[0.02091054],[0.00043849],[0.72609937]
[590.61867889],[16.06462801],[0.02055143],[0.00042289],[0.73022078]
[588.8085135],[16.06177923],[0.02025516],[0.00041098],[0.73368173]
[758.34217278],[18.01337782],[0.01947435],[0.00038039],[0.65708702]
[660.84477979],[16.93901922],[0.01962462],[0.00038617],[0.7088856]
[716.17335785],[17.6759673],[0.0187124],[0.00035069],[0.67481188]
[750.28256985],[18.20450671],[0.01743598],[0.00030455],[0.67368258]
[673.09225786],[17.23539916],[0.01817781],[0.0003311],[0.71750237]
[752.89998719],[17.87904632],[0.01990924],[0.00039735],[0.68181419]
[923.08050394],[19.48939161],[0.01828177],[0.00033474],[0.60109112]
[951.7725199],[19.90608647],[0.01724855],[0.00029786],[0.59293661]
[945.53127905],[19.54291713],[0.01646814],[0.00027149],[0.57941667]
[525.94645761],[15.01241525],[0.01870068],[0.0003504],[0.68552897]
[509.34748784],[14.98510811],[0.01776385],[0.00031605],[0.70113398]
[546.91254492],[14.97469055],[0.01934696],[0.00037495],[0.6731571]
[612.33955555],[16.49791622],[0.01642741],[0.00027016],[0.64252588]
[591.10261627],[16.21951193],[0.01655922],[0.00027449],[0.64685762]
[956.36775505],[19.79473405],[0.01579939],[0.00024991],[0.54034999]
[844.70037981],[18.69342805],[0.0159816],[0.00025573],[0.59301585]
[782.82283202],[18.07974081],[0.01601808],[0.00025682],[0.65734194]
[1079.86644522],[20.38386933],[0.01568301],[0.00024623],[0.53670635]
[752.17000314],[17.95384005],[0.01542287],[0.00023858],[0.65690044]
[942.62200272],[20.21219145],[0.0131731],[0.00017408],[0.72519918]
[931.78609034],[20.28466826],[0.01290326],[0.00016715],[0.73285558]
[969.55773331],[20.30109606],[0.01362235],[0.00018587],[0.6835278]
[699.27072491],[17.16247195],[0.01665078],[0.00027885],[0.67786489]
[773.88054323],[18.29052258],[0.01472765],[0.00021801],[0.65492545]
[688.73550058],[16.68678437],[0.01664774],[0.00027866],[0.69913668]
[731.00035958],[17.47738596],[0.01644057],[0.0002712],[0.66262907]
[728.59866826],[17.53538548],[0.01593793],[0.00025501],[0.69391129]
[733.77377623],[17.59568153],[0.0159678],[0.00025622],[0.67468361]
[705.41361934],[17.32906522],[0.01656644],[0.00027619],[0.6753422]
[755.43901762],[17.76003345],[0.01527705],[0.00023447],[0.67348371]
[733.48338709],[17.45663766],[0.01561804],[0.00024525],[0.68405762]
[764.58937488],[17.77094156],[0.01663948],[0.00027874],[0.66926405]
[642.36309981],[16.32632564],[0.01703794],[0.00029167],[0.69209879]
[721.44868032],[17.27002454],[0.0169666],[0.00028914],[0.65125017]
[765.11971361],[17.98132265],[0.01492149],[0.00022421],[0.69823277]
[768.08150893],[17.9015052],[0.01519995],[0.00023249],[0.69560387]
[281.94044719],[8.61662293],[0.04808188],[0.00231696],[0.63531815]
[182.21163742],[7.26051232],[0.05130255],[0.00263636],[0.66407716]
[224.99493668],[7.98861697],[0.04545605],[0.00206973],[0.61778006]
[147.67191586],[6.98705073],[0.04881054],[0.00238668],[0.7338686]
[188.08783894],[7.66737128],[0.05283213],[0.00279326],[0.70741745]
[218.00114524],[7.78380959],[0.05501523],[0.00302855],[0.73678697]
[188.55699277],[7.37624592],[0.04860994],[0.00236656],[0.64308316]
[219.16956629],[8.26888074],[0.04307151],[0.00185605],[0.7100206]
[198.01197528],[7.52866294],[0.04461861],[0.00199304],[0.66482965]
[191.82296417],[7.55432393],[0.04323495],[0.00187029],[0.6708259]
[224.98730501],[8.26254535],[0.04113229],[0.00169534],[0.62910635]
[194.75563196],[7.64117715],[0.04336009],[0.00188341],[0.65268188]
[129.83044971],[6.67097495],[0.04306171],[0.0018573],[0.79029235]
[190.88096048],[7.9370693],[0.03951036],[0.00156489],[0.67774311]
[124.99323025],[6.94103769],[0.03984578],[0.001591],[0.77400949]
[310.25735259],[9.82044409],[0.03378111],[0.00114266],[0.73941356]
[238.63835461],[8.29456019],[0.03519082],[0.00124047],[0.66913897]
[393.89274172],[11.16251574],[0.02930065],[0.00085975],[0.6307568]
[330.76287906],[10.26224592],[0.0299287],[0.00089709],[0.65444084]
[409.95104486],[11.58663588],[0.02919128],[0.00085383],[0.67674825]
[124.69209077],[6.50118366],[0.04793044],[0.00229948],[0.74964508]
[161.21233111],[7.41170128],[0.04026657],[0.00162558],[0.67866669]
[1172.83868117],[21.11314951],[0.01782267],[0.00031872],[0.47071022]
[1118.2251472],[20.64903641],[0.01519387],[0.00023182],[0.46758014]
[1210.68898153],[21.34143503],[0.01518553],[0.00023166],[0.44759284]
[1064.71145468],[19.93076794],[0.01533035],[0.00023569],[0.48299578]
[996.01861286],[18.79963222],[0.01647487],[0.00027166],[0.55333258]
[998.49778126],[19.86436995],[0.01499506],[0.0002255],[0.50282452]
[742.77115749],[17.38957259],[0.01657568],[0.00027557],[0.5328061]
[1080.34792188],[20.47186203],[0.01452332],[0.0002114],[0.51907088]
[756.05403393],[16.81673047],[0.01835921],[0.00033848],[0.53436195]
[780.49089958],[18.2627111],[0.01552734],[0.00024165],[0.56551619]
[988.47201053],[20.23745496],[0.01572471],[0.00024796],[0.50292231]
[875.45293386],[19.07830415],[0.015135],[0.0002296],[0.53386791]
[854.66938972],[18.64082819],[0.01566827],[0.00024592],[0.53241121]
[572.64208169],[15.03322765],[0.0242992],[0.00059212],[0.61226314]
[727.34678801],[16.9354077],[0.0196741],[0.00038858],[0.56106605]
[792.40388326],[18.06465712],[0.01553323],[0.00024152],[0.59170994]
[899.63790472],[18.76603539],[0.01558125],[0.00024311],[0.54215119]
[603.32147886],[15.7179729],[0.01835745],[0.00033738],[0.64939657]
[640.66186678],[16.53146912],[0.01556183],[0.00024271],[0.60190134]
[427.00758239],[12.65274121],[0.02175695],[0.00047488],[0.74165852]
[655.2082506],[15.14310612],[0.01558404],[0.00024352],[0.68967776]
[569.24883242],[13.99563103],[0.01591813],[0.00025421],[0.72842485]
[415.56699992],[12.52814288],[0.01763491],[0.00031181],[0.76978436]
[426.71517039],[12.65867839],[0.01746259],[0.00030553],[0.76823457]
[745.96454401],[15.27020676],[0.01601416],[0.00025699],[0.662938]
[540.77725006],[13.24298558],[0.01826918],[0.00033459],[0.69948597]
[507.59871516],[13.53136162],[0.01755077],[0.00030847],[0.71352645]
[384.23976739],[13.33272823],[0.01700709],[0.00029016],[0.78071663]
[354.25310658],[12.96457647],[0.01706122],[0.00029223],[0.79453866]
[576.33716128],[14.07301923],[0.02352306],[0.00055544],[0.68329874]
[855.58693881],[16.26674157],[0.01850709],[0.00034521],[0.61017351]
[751.36514483],[15.27967832],[0.01715035],[0.00029455],[0.6406794]
[849.55429464],[16.06213896],[0.01600346],[0.00025669],[0.61716688]
[540.75317494],[13.58431402],[0.01837384],[0.00033823],[0.6881057]
[558.09662477],[13.66482878],[0.01843404],[0.00034041],[0.67777848]
[868.28594131],[16.03173318],[0.01638626],[0.00026918],[0.60531388]
[850.56383439],[15.86382545],[0.01675388],[0.00028126],[0.6099037]
[469.77971765],[12.21321427],[0.01950108],[0.00038118],[0.76748333]
[1058.57379866],[17.05528757],[0.01580525],[0.00025045],[0.64211725]
[863.31381059],[16.34789424],[0.01665632],[0.00027824],[0.61928682]
[626.76376418],[14.45924293],[0.01847079],[0.00034165],[0.66108618]
[603.157268],[14.1022332],[0.01930325],[0.00037319],[0.67140774]
[847.13155723],[16.30097016],[0.01639829],[0.00026948],[0.6205497]
[769.96127379],[15.78127978],[0.01596976],[0.00025555],[0.64666836]
[692.28097918],[14.6803684],[0.01690215],[0.00028626],[0.65973313]
[508.72663018],[13.10250936],[0.01748732],[0.00030657],[0.6988443]
[341.0427789],[12.81173952],[0.01645489],[0.00027194],[0.80157329]
[315.83158464],[12.42254151],[0.01689031],[0.00028702],[0.81453501]
[534.73822261],[14.19529001],[0.01633828],[0.000268],[0.69429741]
[595.92721927],[14.13806229],[0.0210082],[0.00044227],[0.68664001]
[511.92211573],[13.71591138],[0.01904654],[0.00036337],[0.71650587]
[470.46855643],[13.5727418],[0.01983493],[0.00039681],[0.7216354]
[482.51963166],[14.01839637],[0.01953882],[0.00038446],[0.71121916]
[458.55344978],[13.56942699],[0.02013467],[0.00040782],[0.72263683]
[488.21087835],[13.8676147],[0.01863712],[0.00034958],[0.7248376]
[283.76674934],[11.45222895],[0.0185752],[0.00034652],[0.75003083]
[480.97657395],[13.50041819],[0.02027746],[0.00041417],[0.71477092]
[500.34535521],[14.07670598],[0.0179362],[0.00032349],[0.71042746]
[257.50907493],[11.09211014],[0.01843047],[0.00034124],[0.79373631]
[247.81203364],[10.95053858],[0.01954934],[0.00038484],[0.79074351]
[615.27065227],[15.16409267],[0.02046674],[0.00042528],[0.83370953]
[716.17758444],[16.34748958],[0.01776494],[0.0003197],[0.8006117]
[547.89601344],[14.74451182],[0.01802983],[0.00032627],[0.77180716]
[489.62772751],[14.06980548],[0.02035337],[0.0004178],[0.84340076]
[544.60601966],[14.76742627],[0.01983429],[0.00039986],[0.79320069]
[624.77855854],[14.88545492],[0.02461073],[0.00060853],[0.82219626]
[607.74871614],[14.73560182],[0.02181012],[0.00047846],[0.83064721]
[685.53465103],[16.63022436],[0.01971004],[0.00039031],[0.79002958]
[593.7317769],[15.34035669],[0.01929569],[0.00037387],[0.80993446]
[708.73969801],[16.73379007],[0.01769531],[0.00031662],[0.79853735]
[686.61371935],[16.28177141],[0.01818643],[0.00033692],[0.76378343]
[546.63037112],[14.48711568],[0.01880898],[0.00035567],[0.85059466]
[543.01432193],[14.18322987],[0.01884176],[0.00035796],[0.85310831]
[542.85029099],[14.39545927],[0.01904551],[0.00036551],[0.80690717]
[482.62409967],[13.90599683],[0.01875087],[0.0003603],[0.84621956]
[563.65406373],[15.04044765],[0.01687957],[0.00028682],[0.79783412]
[595.87160487],[14.4321203],[0.02280477],[0.00053276],[0.84813989]
[632.38189887],[15.24349158],[0.02022963],[0.00041764],[0.84406079]
[770.43219122],[17.11410424],[0.0196524],[0.00039633],[0.82125852]
[526.79542905],[13.9662246],[0.02224398],[0.00050335],[0.87301365]
[546.76703895],[13.96057676],[0.02231599],[0.00050613],[0.86709768]
