Contrast,Dissimilarity,Energy,ASM,Correlation
[71.87303767],[5.0651947],[0.02901804],[0.00085084],[0.97011664]
[40.44460592],[3.71216164],[0.03727822],[0.00140021],[0.97139464]
[40.04616042],[3.73195615],[0.03391735],[0.00116034],[0.97123646]
[44.9836092],[3.92187306],[0.03539965],[0.0012649],[0.97242636]
[40.80832383],[3.79446535],[0.0367244],[0.00136075],[0.97308062]
[52.61375255],[4.19116091],[0.03410811],[0.00117224],[0.96970172]
[48.16923915],[3.87605776],[0.03740321],[0.00140942],[0.96575226]
[46.45564036],[3.9156452],[0.03637736],[0.0013329],[0.97139686]
[87.11183624],[5.69862745],[0.02356223],[0.00056031],[0.98785436]
[77.35475078],[5.03970829],[0.02574085],[0.00066916],[0.98947722]
[76.15036955],[5.3139719],[0.02353287],[0.00056126],[0.9844518]
[70.12016121],[4.82108157],[0.0237234],[0.00056812],[0.98998253]
[83.21961473],[5.39300147],[0.02379279],[0.00057168],[0.98510377]
[86.75191958],[5.63224481],[0.02106732],[0.0004484],[0.98480597]
[71.34606338],[5.13618594],[0.02342055],[0.00055302],[0.98947512]
[80.5863399],[5.50866682],[0.02309265],[0.00053805],[0.98868861]
[74.11590645],[5.20223145],[0.02223187],[0.00050009],[0.98776046]
[76.09680823],[5.18844223],[0.02329759],[0.00054785],[0.98732426]
[85.26051326],[5.63484434],[0.01997859],[0.0004042],[0.98887758]
[54.80584601],[4.5928332],[0.02172833],[0.00047602],[0.9912098]
[66.48335672],[5.14759771],[0.02393398],[0.00057682],[0.99031537]
[101.29587694],[6.09121841],[0.01944838],[0.000382],[0.98415379]
[92.8800076],[5.83762712],[0.02041619],[0.00042076],[0.98619206]
[52.14212305],[4.62929847],[0.02407341],[0.0005845],[0.98830979]
[85.46820435],[5.53213423],[0.02039344],[0.0004192],[0.98903405]
[92.91072224],[5.87509591],[0.01922548],[0.00037297],[0.98733411]
[96.23664212],[5.86506424],[0.02183725],[0.00048084],[0.98178569]
[79.75583116],[5.37615257],[0.02151829],[0.00046686],[0.9869646]
[92.64864094],[5.77549537],[0.0194794],[0.00038279],[0.98796991]
[85.95294433],[5.72826629],[0.01955114],[0.00038633],[0.9905031]
[62.48992401],[4.89664482],[0.0221557],[0.00049627],[0.98810857]
[63.87787562],[5.04140724],[0.02223124],[0.00049929],[0.98949191]
[96.20466762],[5.92694993],[0.01852291],[0.00034638],[0.98414738]
[58.60987136],[4.87346538],[0.02103242],[0.00044641],[0.98964029]
[50.1301798],[3.59000347],[0.03517379],[0.00124893],[0.96443861]
[46.91297265],[3.45835021],[0.03455869],[0.00120471],[0.96689358]
[45.52115645],[3.42562661],[0.03503896],[0.00123767],[0.9671291]
[36.11728825],[3.13606073],[0.03985795],[0.00160054],[0.97231929]
[20.69338517],[2.6574326],[0.0390575],[0.00153422],[0.98870955]
[49.97826581],[3.4782055],[0.03585242],[0.001296],[0.96327757]
[26.53642737],[2.89012161],[0.03883364],[0.0015179],[0.98575528]
[34.96128988],[3.28206085],[0.03874506],[0.00150979],[0.97830929]
[29.06033678],[2.77937522],[0.03932861],[0.00155874],[0.97889637]
[30.78395706],[2.89957712],[0.037925],[0.00144986],[0.97768709]
[20.40161101],[2.59330982],[0.03794936],[0.00145001],[0.98777745]
[26.08942331],[2.80418205],[0.03764055],[0.00142533],[0.98451325]
[24.3445135],[2.75617664],[0.03911096],[0.00153991],[0.9881528]
[42.51906298],[3.7613522],[0.03429349],[0.00118416],[0.9890621]
[44.34684129],[3.85177078],[0.03088423],[0.00096089],[0.98932108]
[40.24721714],[3.70935589],[0.03034446],[0.00092823],[0.99001148]
[44.88838791],[3.83712204],[0.03020294],[0.00091965],[0.98900702]
[43.37203053],[3.82477845],[0.03025701],[0.00092256],[0.99021771]
[49.09888233],[3.78141093],[0.03704282],[0.00138319],[0.98988238]
[45.10171145],[3.69797003],[0.03943333],[0.0015654],[0.99032783]
[57.80663493],[3.99439165],[0.04541414],[0.00207283],[0.98783303]
[58.98929226],[4.06630344],[0.06482948],[0.00420938],[0.98775416]
[64.49805329],[4.14545035],[0.06599761],[0.00436295],[0.98665163]
[59.93919265],[4.07423473],[0.07380575],[0.00545456],[0.98820119]
[40.94858821],[3.62415803],[0.03000788],[0.00090864],[0.99044479]
[49.60398123],[3.98952319],[0.03569362],[0.00128122],[0.98946604]
[46.3139151],[3.91910001],[0.03410173],[0.00116966],[0.9887186]
[46.12551901],[3.92979794],[0.03271709],[0.00107672],[0.98985544]
[69.52072088],[4.55617865],[0.04757735],[0.00226816],[0.98829203]
[41.43706309],[3.48273127],[0.04051062],[0.00165081],[0.99046458]
[43.75383117],[3.55438864],[0.03736024],[0.00140561],[0.98953817]
[56.7629533],[4.09261886],[0.03376369],[0.00114929],[0.98092382]
[52.14641027],[4.16426485],[0.03194865],[0.00102927],[0.9805711]
[36.57830858],[3.54916271],[0.03176392],[0.00101806],[0.98782381]
[36.78563058],[3.44996844],[0.03496757],[0.00123283],[0.98963376]
[41.217568],[3.67838974],[0.03283934],[0.00108768],[0.98483734]
[51.92923788],[3.84724901],[0.03579776],[0.00129167],[0.98795151]
[44.43487287],[3.80350913],[0.03182133],[0.00102025],[0.98711082]
[55.41524498],[3.87178556],[0.03869798],[0.00150685],[0.9864134]
[49.92094233],[3.95683702],[0.0323412],[0.00105401],[0.9819788]
[53.32516716],[4.06594561],[0.03220571],[0.0010456],[0.98134942]
[76.84008473],[4.67326903],[0.04000303],[0.00161069],[0.98326013]
[50.48692318],[4.00559684],[0.03097159],[0.00096763],[0.98541903]
[52.88498517],[4.06072331],[0.03125073],[0.00098501],[0.98344901]
[47.37202266],[3.82843609],[0.0341897],[0.0011779],[0.98239181]
[39.04474181],[3.58975099],[0.03534983],[0.00125905],[0.9880701]
[40.38865395],[3.62916333],[0.03658372],[0.00134678],[0.99034105]
[68.79132296],[4.41834354],[0.0268682],[0.0007272],[0.98600052]
[89.70322127],[4.80396905],[0.03012491],[0.00091287],[0.97831275]
[103.67292852],[5.13211718],[0.02886162],[0.00083872],[0.97511279]
[78.51007914],[4.58655387],[0.0264057],[0.00070125],[0.98558396]
[93.26126513],[4.80180304],[0.02590895],[0.00067592],[0.98178863]
[61.15402659],[4.07528329],[0.02493752],[0.00062592],[0.9889729]
[113.14471434],[5.52559104],[0.0260999],[0.00068778],[0.97586191]
[129.38892472],[6.05277022],[0.02532399],[0.00064703],[0.9731839]
[93.66262645],[5.02409879],[0.02671687],[0.00071816],[0.98223664]
[120.1895615],[5.45167914],[0.02605263],[0.00068337],[0.97741243]
[79.41872668],[4.72101627],[0.02503141],[0.0006315],[0.98565445]
[96.49083561],[4.97208444],[0.02678202],[0.00072198],[0.97873289]
[59.92374203],[3.97770902],[0.02741951],[0.00075574],[0.988517]
[147.41470369],[5.77043546],[0.02572753],[0.00066778],[0.97723252]
[87.44930679],[4.72223133],[0.0267112],[0.00071866],[0.97911612]
[52.28920006],[3.90953431],[0.02654078],[0.00070941],[0.99116229]
[78.0786256],[4.53825432],[0.03163212],[0.00100825],[0.98419165]
[68.4932059],[4.23439171],[0.02634755],[0.00069973],[0.98669321]
[52.03788086],[3.78992735],[0.05528538],[0.00307913],[0.97843824]
[36.45271825],[3.50916718],[0.04958912],[0.0024772],[0.98352414]
[24.49474355],[2.93313214],[0.05779562],[0.00335451],[0.98935543]
[32.60779206],[3.26551335],[0.03777288],[0.00143953],[0.98183798]
[32.19285308],[3.17764246],[0.04150891],[0.00173869],[0.98506541]
[36.98001852],[3.61233139],[0.04459811],[0.00200157],[0.98207578]
[54.48188143],[3.6480299],[0.04239932],[0.0018075],[0.97441185]
[29.15650987],[3.08877764],[0.04463082],[0.00200225],[0.98569435]
[33.90593322],[3.46075731],[0.04719926],[0.002238],[0.98400107]
[28.51335388],[3.32062965],[0.04919736],[0.00243139],[0.98679638]
[35.14660462],[3.47002294],[0.05524502],[0.00306485],[0.98451613]
[36.69886334],[3.72054498],[0.03732594],[0.00140312],[0.97953391]
[44.6231182],[3.79828696],[0.03400728],[0.00116472],[0.97327957]
[33.24853464],[3.23191667],[0.0606873],[0.00369803],[0.98552001]
[31.1223329],[3.42305264],[0.05094074],[0.00260466],[0.98546545]
[35.06241402],[3.42350517],[0.05010364],[0.00252],[0.98279342]
[23.48114603],[2.83878139],[0.04117271],[0.00171057],[0.98309994]
[23.79437465],[2.95995858],[0.04341349],[0.00189746],[0.98106701]
[21.40879152],[2.72985456],[0.04052344],[0.00165332],[0.98468828]
[21.88998817],[2.81310801],[0.03893518],[0.00152756],[0.98523057]
[27.32719294],[2.98511622],[0.03718734],[0.00139268],[0.98197973]
[17.91044046],[2.6028174],[0.03962162],[0.00158249],[0.987635]
[26.05863105],[3.10041792],[0.03801249],[0.00145514],[0.98383935]
[21.19206585],[2.79370609],[0.03918728],[0.0015457],[0.98605684]
[22.07110785],[2.87938554],[0.03845439],[0.00149354],[0.98447124]
[25.29674361],[3.01224926],[0.03717031],[0.00139373],[0.98368417]
[41.39583567],[3.63929611],[0.03394184],[0.00116121],[0.97863454]
[27.3250457],[3.13025778],[0.03848436],[0.00149425],[0.9805312]
[31.38400104],[3.23520607],[0.03465634],[0.0012104],[0.97984182]
[23.6358941],[2.99868613],[0.03992596],[0.00160824],[0.9776315]
[29.73089888],[3.20704554],[0.03457381],[0.00120524],[0.98048729]
[27.01109318],[3.05107381],[0.04061168],[0.00166143],[0.98157758]
[24.60508149],[2.96128334],[0.04133096],[0.00172478],[0.98371952]
[21.00363185],[2.77797077],[0.03959762],[0.00157863],[0.9863009]
[21.11254476],[2.7590542],[0.04128333],[0.00171718],[0.98648956]
[29.24222177],[3.2239838],[0.03708353],[0.00138504],[0.98086271]
[32.83347372],[3.37315622],[0.03699538],[0.0013785],[0.97895753]
[34.45946815],[3.40196279],[0.03674847],[0.00136081],[0.9788641]
[19.2298163],[2.75371759],[0.04117794],[0.00170909],[0.98576225]
[30.31731373],[3.22192145],[0.03697483],[0.00137645],[0.98071311]
[124.28013085],[6.09323244],[0.03070486],[0.00095136],[0.97879581]
[89.20201687],[5.40302248],[0.02376297],[0.00056869],[0.97652694]
[77.01792736],[5.2694793],[0.02353534],[0.00055821],[0.97876255]
[95.56166409],[5.43374597],[0.02389928],[0.00057595],[0.97594287]
[73.83491656],[5.22031538],[0.02383948],[0.00057209],[0.98069492]
[65.8934052],[5.05427469],[0.02345549],[0.00055384],[0.98261461]
[118.71698082],[5.91111338],[0.03052729],[0.00093887],[0.97863698]
[75.29393133],[5.23342211],[0.02306165],[0.00053595],[0.97988524]
[65.51022881],[5.05376162],[0.0244106],[0.00059992],[0.9824798]
[113.53431646],[5.87247676],[0.03072178],[0.00095143],[0.98004605]
[86.04517932],[5.28203215],[0.02255743],[0.00051254],[0.98031346]
[90.25299986],[5.36868144],[0.02259992],[0.00051521],[0.97921752]
[93.84926825],[5.61294146],[0.0219924],[0.00048774],[0.97562584]
[96.20263493],[5.78926654],[0.02187501],[0.000482],[0.97502603]
[74.51916918],[5.10156831],[0.0244974],[0.00060406],[0.98013735]
[67.40866764],[5.36256934],[0.01885466],[0.00035862],[0.98436961]
[58.7599337],[5.09656071],[0.01981836],[0.00039645],[0.985576]
[52.59728413],[4.94513946],[0.01931565],[0.00037618],[0.98830196]
[68.00888963],[5.42242634],[0.01938746],[0.00037924],[0.98627065]
[71.28701831],[5.48361441],[0.01896201],[0.00036255],[0.98599591]
[66.0162513],[5.38629201],[0.01905547],[0.00036667],[0.98635958]
[80.84128973],[5.72548585],[0.01945661],[0.00038145],[0.97918972]
[63.27423515],[5.23159771],[0.02122356],[0.00045482],[0.98464859]
[79.74861117],[5.64107268],[0.01938579],[0.00037873],[0.98303752]
[70.45514739],[5.42201607],[0.02098667],[0.00044298],[0.98251989]
[67.64848473],[5.48371213],[0.01831434],[0.000338],[0.98547008]
[61.94579639],[5.23202602],[0.01969642],[0.00039124],[0.98385759]
[64.97418833],[5.29593289],[0.01934473],[0.00037808],[0.98482554]
[64.30145344],[5.26330254],[0.01980619],[0.00039562],[0.98332968]
[69.92957113],[5.45637165],[0.01870783],[0.00035328],[0.98459143]
[71.0269416],[5.51549046],[0.01952152],[0.00038404],[0.98439578]
[69.57102029],[5.4312616],[0.01977374],[0.00039496],[0.98357955]
[70.54584873],[5.48962915],[0.0186698],[0.00035142],[0.98526251]
[65.63199051],[5.11054525],[0.02136983],[0.00046059],[0.98243941]
[74.24763697],[5.54934701],[0.01899757],[0.00036404],[0.98427209]
[73.28419501],[5.48050193],[0.01926809],[0.00037433],[0.98444896]
[73.53026381],[5.54018189],[0.02174007],[0.00047544],[0.98213557]
[73.5517695],[5.55476149],[0.01850971],[0.00034568],[0.9847295]
[59.43049629],[5.17342416],[0.01987818],[0.00039841],[0.98662118]
[75.67299803],[5.58091719],[0.01938818],[0.00037902],[0.98195153]
[50.47099109],[4.93349336],[0.01973561],[0.00039321],[0.9883527]
[58.48699668],[4.95622307],[0.02048761],[0.00042326],[0.98680005]
[60.73629095],[5.20694334],[0.01929673],[0.00037545],[0.98614517]
[65.00767482],[5.3970603],[0.01818162],[0.00033318],[0.98628927]
[59.91486765],[5.07929925],[0.01993281],[0.00040065],[0.98526299]
[61.90577737],[5.25616816],[0.02016393],[0.00041034],[0.98502445]
[45.02488796],[4.61341542],[0.02106699],[0.00044783],[0.98756381]
[59.15041957],[5.09703698],[0.01978662],[0.00039496],[0.98482448]
[69.06860689],[5.37123797],[0.01923153],[0.00037274],[0.98406109]
[53.61755151],[4.90508144],[0.0205642],[0.00042591],[0.98674189]
[64.43492288],[5.26175217],[0.01953638],[0.00038532],[0.98447669]
[60.53670577],[5.09266766],[0.01945407],[0.00038126],[0.98628194]
[54.29044091],[4.97059947],[0.01995317],[0.00040264],[0.98678281]
[45.44554415],[4.51529671],[0.02047259],[0.00042277],[0.98918475]
[49.2769841],[4.64161506],[0.02089202],[0.00044007],[0.98795514]
[47.89577355],[4.60363551],[0.02092533],[0.00044154],[0.98817188]
[53.50334716],[4.73080188],[0.02156835],[0.00046965],[0.9872087]
[53.22981569],[4.77511695],[0.02108335],[0.00044846],[0.98729579]
[52.07956202],[4.82086239],[0.02064511],[0.0004299],[0.9872166]
[90.69680995],[5.99347594],[0.01927639],[0.00037446],[0.9794079]
[61.56043523],[5.23941747],[0.01915148],[0.00036943],[0.98672919]
[58.86132849],[5.12718696],[0.01919711],[0.00037146],[0.98663414]
[75.09523171],[5.6372862],[0.0187369],[0.00035384],[0.98451379]
[67.72938084],[5.47583109],[0.01880229],[0.00035665],[0.98464917]
[71.42056573],[5.12858559],[0.03461187],[0.00120529],[0.97470614]
[79.19641482],[5.16893593],[0.03477361],[0.00121782],[0.97216268]
[73.3225043],[5.17068658],[0.03036601],[0.00092788],[0.97328456]
[76.43016655],[5.19618656],[0.03132195],[0.00098777],[0.97185152]
[55.82326138],[4.61203156],[0.02958644],[0.00088121],[0.9781852]
[65.94072134],[4.82109695],[0.03302165],[0.00109685],[0.9754464]
[82.16411772],[5.11759607],[0.03557409],[0.00127337],[0.97215017]
[81.56545905],[5.24557668],[0.03591148],[0.00129636],[0.97131439]
[72.40139171],[4.88229083],[0.03498154],[0.00123221],[0.97399454]
[68.37362752],[5.10998628],[0.02926782],[0.00086302],[0.97523312]
[72.08354965],[5.10009981],[0.02982015],[0.00089593],[0.97295871]
[72.59609293],[5.14252279],[0.0267219],[0.00071971],[0.97033797]
[101.21914525],[5.78985712],[0.02871321],[0.00083234],[0.96385147]
[41.76673362],[3.92395721],[0.03672241],[0.00136078],[0.97522524]
[111.74237447],[5.8645663],[0.03078919],[0.00095499],[0.95297376]
[107.72349119],[5.96015172],[0.02839302],[0.00081306],[0.95441396]
[113.60540481],[6.02305145],[0.02990651],[0.0009018],[0.95460439]
[114.44533575],[6.02815387],[0.02911026],[0.00085414],[0.95317329]
[117.59365349],[6.13360797],[0.0291768],[0.00085864],[0.95399224]
[42.5917482],[4.20369668],[0.03157853],[0.00100491],[0.97541939]
[96.08510607],[5.67846203],[0.02983911],[0.00089777],[0.95757091]
[81.53534746],[5.26426645],[0.02953359],[0.00088062],[0.96597275]
[37.49602121],[3.85197652],[0.03467726],[0.00121352],[0.97913831]
[109.28300695],[5.7357413],[0.03029728],[0.00092621],[0.95669243]
[33.62810824],[3.66006616],[0.03561412],[0.00127954],[0.98055511]
[32.36228888],[3.56843663],[0.03542687],[0.0012652],[0.98158176]
[93.75301718],[5.48594341],[0.02947432],[0.0008755],[0.96943167]
[40.03510188],[3.92561039],[0.03554297],[0.00127209],[0.97968342]
[39.81304299],[3.91469049],[0.03597726],[0.00130398],[0.97909612]
[42.21877422],[4.09697764],[0.03308749],[0.00110335],[0.97554019]
[40.37914565],[3.93014754],[0.03476152],[0.00121701],[0.97658111]
[63.29454891],[4.67031931],[0.03198604],[0.00103089],[0.98110131]
[22.90615748],[2.91391016],[0.0428161],[0.00185361],[0.98456745]
[29.58632391],[3.07755913],[0.03977229],[0.00160025],[0.98525087]
[52.00716598],[4.08246101],[0.03048192],[0.00093817],[0.98323746]
[32.21720436],[3.14752663],[0.04299128],[0.00186648],[0.97872807]
[23.1458094],[2.79146367],[0.04739676],[0.00226381],[0.9836548]
[29.76111933],[3.08876989],[0.04002253],[0.00161783],[0.97976638]
[27.78280109],[2.98593554],[0.0418077],[0.00176524],[0.98290613]
[36.12495435],[3.15287426],[0.04429128],[0.00197833],[0.97388023]
[31.74370372],[3.06022598],[0.0403973],[0.00164707],[0.9815015]
[67.1258749],[4.37866539],[0.03197206],[0.00103152],[0.97601142]
[27.45494165],[2.93968962],[0.04674457],[0.0022064],[0.98053908]
[28.50731698],[2.97277928],[0.04289625],[0.00185789],[0.98095779]
[33.5866637],[3.24282676],[0.03935175],[0.00156382],[0.97880045]
[24.98143399],[2.77588009],[0.04363138],[0.00191831],[0.98293424]
[22.58020842],[2.76755996],[0.04422364],[0.00197104],[0.98336963]
[26.56711598],[2.95853948],[0.04534654],[0.00207546],[0.98015839]
[28.87244104],[2.98431445],[0.04218618],[0.00179504],[0.98294746]
[64.47692118],[4.30413749],[0.03143261],[0.00099708],[0.9793742]
[18.96796531],[2.49011946],[0.04779745],[0.00230237],[0.98506004]
[27.50050545],[2.93183982],[0.0429604],[0.00186513],[0.98120122]
[58.60673854],[4.1537482],[0.03673743],[0.00135999],[0.9801127]
[29.94613872],[3.13406304],[0.04226515],[0.00180325],[0.98043518]
[48.11505612],[3.90302321],[0.04535926],[0.00207281],[0.97010534]
[48.50577885],[3.91290533],[0.04295481],[0.00185924],[0.96968937]
[48.14398003],[4.041194],[0.03576178],[0.00129153],[0.97114288]
[40.65104393],[3.71322884],[0.0392784],[0.001557],[0.97256214]
[55.8577475],[4.54395542],[0.03052213],[0.00094048],[0.97229294]
[36.94732811],[3.62977171],[0.03850517],[0.00149762],[0.9746781]
[43.79087806],[3.95402461],[0.03386812],[0.00115904],[0.97517716]
[46.09945728],[4.05015168],[0.03298943],[0.00110027],[0.97351638]
[42.35142736],[3.6670838],[0.0401915],[0.00162855],[0.97412491]
[42.63154634],[3.74383414],[0.03601178],[0.00131038],[0.97462261]
[41.28925891],[3.80535037],[0.03563429],[0.00128502],[0.97583981]
[43.22360224],[3.80906529],[0.03597492],[0.00130745],[0.97485332]
[39.76252245],[3.5863939],[0.04092861],[0.001688],[0.97619684]
[42.66988543],[3.79363985],[0.03569966],[0.00129148],[0.97578494]
[40.25270197],[3.71215147],[0.03942458],[0.00157324],[0.9772401]
[46.96629978],[3.81847114],[0.0377715],[0.00144581],[0.97137474]
[46.74629937],[4.00199321],[0.03554277],[0.00127638],[0.9721333]
[41.13775374],[3.6475982],[0.04255917],[0.00182703],[0.97484987]
[107.07806179],[5.90162494],[0.02656631],[0.00071364],[0.95892961]
[75.66335882],[5.20197013],[0.0272922],[0.00075407],[0.96040718]
[85.10633518],[5.43109352],[0.02688134],[0.00073101],[0.95796037]
[81.8426587],[5.17811013],[0.02567969],[0.00066835],[0.9613097]
[69.58991071],[4.53402511],[0.03163757],[0.00100824],[0.96820226]
[67.62080155],[4.75360582],[0.02912992],[0.00085646],[0.96274965]
[69.93935213],[4.94171371],[0.02660899],[0.00071579],[0.96574053]
[58.3553456],[4.57225739],[0.02972311],[0.00089215],[0.97038243]
[47.50851884],[3.96687244],[0.03309387],[0.00110621],[0.96951978]
[45.37456491],[4.05613106],[0.03161266],[0.00100801],[0.9747863]
[90.26258845],[5.52338591],[0.02571066],[0.00066691],[0.963764]
[70.52825438],[4.78212381],[0.0264144],[0.00070427],[0.96694949]
[66.06324243],[4.71838321],[0.02846514],[0.00081705],[0.96963488]
[60.88727312],[4.51459788],[0.03008086],[0.00091306],[0.96937626]
[70.57049438],[4.78015991],[0.02749247],[0.00076279],[0.9678565]
[60.1207272],[4.61712562],[0.0277399],[0.00077647],[0.97219704]
[76.59541202],[5.01880941],[0.02660415],[0.00071497],[0.9680821]
[42.91481461],[3.78116875],[0.03538099],[0.00126073],[0.97767098]
[68.36472033],[4.54330588],[0.03045513],[0.00093758],[0.95890051]
[65.33743301],[4.45935771],[0.02981136],[0.00089712],[0.96502082]
[71.96761196],[4.9550068],[0.02782975],[0.00078137],[0.96709351]
[60.31370694],[4.38816304],[0.03040656],[0.00093166],[0.96872406]
[76.07264671],[4.83618938],[0.0273508],[0.00075515],[0.96476669]
[68.21714224],[4.43173314],[0.03234643],[0.00105535],[0.96352088]
[69.76210976],[4.61765577],[0.0536363],[0.0028868],[0.96102717]
[35.29019812],[3.49956091],[0.03631544],[0.00132851],[0.98062614]
[73.23996264],[4.7220911],[0.02893354],[0.00084632],[0.95877197]
[81.02094623],[4.94724746],[0.02825433],[0.00080559],[0.96309669]
[69.10044904],[4.62964747],[0.03019015],[0.00091941],[0.96768693]
[59.60860073],[4.58225067],[0.0292593],[0.00086412],[0.96868465]
[65.14098574],[4.86962863],[0.02788125],[0.00078468],[0.96980888]
[161.42306087],[7.28212999],[0.06859813],[0.0047178],[0.98038048]
[73.30322105],[4.88311717],[0.02823509],[0.00080387],[0.96411222]
[161.47069743],[7.28211098],[0.06877699],[0.00474228],[0.98039567]
[65.90958529],[4.73118405],[0.03158817],[0.00100579],[0.96918461]
[71.10990927],[4.86813252],[0.02803538],[0.00079243],[0.97225842]
[70.80570917],[4.85060356],[0.02668555],[0.00071903],[0.97174668]
[91.96331227],[5.38590657],[0.02434089],[0.00059836],[0.96909833]
[89.38832603],[5.32825154],[0.02515401],[0.00063851],[0.96935193]
[92.3550976],[5.37094468],[0.02596831],[0.00068032],[0.96759024]
[77.81071047],[4.98775667],[0.02795007],[0.00078736],[0.96725654]
[75.89595919],[5.01385315],[0.02824591],[0.00080391],[0.96761504]
[54.78987347],[4.62097205],[0.02690083],[0.00073073],[0.97437074]
[53.51701576],[4.50097517],[0.02704158],[0.00073785],[0.9745626]
[80.70266157],[5.18144445],[0.02669333],[0.00072071],[0.9642327]
[102.91085375],[5.81787246],[0.02366664],[0.00056581],[0.96275771]
[91.6251613],[5.33114339],[0.02512521],[0.00063846],[0.96578431]
[98.00377087],[5.56591897],[0.0245876],[0.0006107],[0.96413105]
[79.14949199],[5.02910736],[0.02856102],[0.00082375],[0.96592669]
[76.08653062],[5.03162684],[0.02864317],[0.00082846],[0.96544535]
[104.32808153],[5.81366456],[0.02380524],[0.00057256],[0.96298618]
[100.19812043],[5.59560371],[0.02521905],[0.0006417],[0.9637691]
[63.47281694],[4.31725839],[0.02897414],[0.00084753],[0.97518984]
[37.14571809],[3.72928312],[0.0283193],[0.00081205],[0.98477872]
[33.78071319],[3.53302487],[0.02907605],[0.00085454],[0.98517957]
[57.10525187],[4.29543289],[0.02899498],[0.0008509],[0.97980488]
[34.15973218],[3.58073264],[0.02929205],[0.00086654],[0.98550342]
[35.14570828],[3.60395604],[0.03028897],[0.00092592],[0.98586214]
[37.32453904],[3.6649236],[0.02840865],[0.00081468],[0.9849105]
[68.15205712],[4.37113553],[0.03283972],[0.00108544],[0.97365972]
[31.08081728],[3.49420238],[0.02769813],[0.00077513],[0.98726315]
[30.49715356],[3.44328514],[0.03139931],[0.00099572],[0.98699151]
[33.00580173],[3.5626435],[0.02883016],[0.00083899],[0.98618206]
[31.18025737],[3.45565562],[0.02988963],[0.00090169],[0.9866641]
[30.20922099],[3.44498736],[0.02965965],[0.00088864],[0.98733702]
[47.320204],[3.97170397],[0.02744327],[0.00076078],[0.98017152]
[31.02639692],[3.44714889],[0.03001733],[0.00091105],[0.98651397]
[40.24133621],[3.68559858],[0.03071918],[0.00095389],[0.98045539]
[37.09203713],[3.54240578],[0.02908962],[0.00085382],[0.9829827]
[48.08635733],[3.97443863],[0.02842869],[0.00081895],[0.98003538]
[28.31248753],[3.32684467],[0.03174307],[0.00101632],[0.98786674]
[29.93829728],[3.4158065],[0.02956449],[0.0008828],[0.98752527]
[31.04253269],[3.50321032],[0.02840881],[0.00081416],[0.98688169]
[37.11552209],[3.66499044],[0.02772272],[0.00077573],[0.98358275]
[36.79747248],[3.58151491],[0.02811104],[0.00079862],[0.98315341]
[39.55298952],[3.7003999],[0.02791402],[0.0007865],[0.9823258]
[30.27509407],[3.46943224],[0.02924487],[0.00086365],[0.98731453]
[33.83467776],[3.58936313],[0.02919335],[0.00086057],[0.98600888]
[39.12666734],[3.68425262],[0.02913381],[0.0008581],[0.98252415]
[39.09585255],[3.70052136],[0.02780331],[0.00078149],[0.98273225]
[44.18201372],[3.56410643],[0.04165605],[0.00174708],[0.98594332]
[44.24036818],[3.58834485],[0.03883921],[0.00152174],[0.9841215]
[49.83812095],[3.53436199],[0.03739104],[0.00140903],[0.97991391]
[89.69898455],[4.54912129],[0.03382221],[0.00115567],[0.97471986]
[33.34244521],[3.32257054],[0.03723439],[0.00139965],[0.98840296]
