Contrast,Dissimilarity,Energy,ASM,Correlation
[1702.72400044],[31.04461587],[0.0102109],[0.00010431],[0.67026912]
[695.70062309],[18.36687568],[0.01625742],[0.00026433],[0.49834721]
[643.42338069],[17.72946389],[0.015892],[0.00025261],[0.53640563]
[664.29003441],[17.8155744],[0.01619197],[0.00026227],[0.50819288]
[640.72918585],[17.10524943],[0.0188848],[0.00035871],[0.48190348]
[542.92412391],[15.84657333],[0.01869628],[0.0003515],[0.69949632]
[724.78964092],[18.44739319],[0.01685881],[0.00028465],[0.438044]
[603.75285783],[16.58238349],[0.01882881],[0.00035628],[0.67231928]
[730.67800702],[18.42915168],[0.01959411],[0.00038591],[0.53599734]
[540.87286485],[16.096728],[0.01771099],[0.00031454],[0.58643826]
[569.0406234],[16.43573624],[0.01812914],[0.00032935],[0.57214951]
[491.91915685],[15.24444614],[0.01754899],[0.00030858],[0.70088275]
[580.51325004],[16.09680693],[0.01725962],[0.00029839],[0.64885016]
[563.73365585],[15.82012865],[0.01870194],[0.00035022],[0.72418581]
[972.17588011],[21.75587658],[0.01562266],[0.00024469],[0.72573233]
[1019.47802882],[22.3358278],[0.01416736],[0.0002009],[0.73210626]
[945.67666727],[21.60099536],[0.0138506],[0.00019204],[0.74398747]
[994.69211892],[22.12683785],[0.01398529],[0.00019588],[0.73383082]
[1010.75580131],[22.24285943],[0.01393946],[0.00019476],[0.75354137]
[1083.97910132],[22.05771666],[0.01661157],[0.00028129],[0.75936277]
[936.42551639],[20.98110766],[0.01828812],[0.00035722],[0.78470795]
[1081.28742314],[21.99809899],[0.02072637],[0.00047852],[0.7570714]
[1143.0023689],[22.64781381],[0.03280329],[0.0013145],[0.74469503]
[1161.79456571],[22.58772864],[0.03370458],[0.00138993],[0.74520811]
[1222.80219436],[23.13957914],[0.0393377],[0.0018656],[0.74650708]
[720.1914094],[19.2936907],[0.01401628],[0.00019655],[0.82179544]
[1014.66593821],[22.17228306],[0.01680004],[0.00028399],[0.76753772]
[1013.34660768],[22.24503022],[0.01583726],[0.00025234],[0.72924752]
[1010.19572665],[22.19714679],[0.01511553],[0.00022947],[0.75988742]
[1252.32305458],[24.35695622],[0.02535245],[0.00064851],[0.77103603]
[1025.14361692],[21.85640729],[0.01817356],[0.00034099],[0.74653665]
[1004.44969997],[21.72358399],[0.01645524],[0.00027542],[0.74220887]
[1119.54827224],[23.24151681],[0.01550136],[0.00024038],[0.58192356]
[1149.40003164],[24.00327268],[0.01480791],[0.00021937],[0.51519761]
[944.23097274],[21.64328306],[0.01440543],[0.000208],[0.65966494]
[998.68636849],[21.67149349],[0.01574689],[0.00024878],[0.7044093]
[1018.42134156],[22.33496392],[0.01488144],[0.00022198],[0.58443027]
[1084.25954058],[22.17149107],[0.01724894],[0.000299],[0.7339965]
[1120.74366406],[23.24651855],[0.01414824],[0.00020041],[0.6510382]
[1157.05591177],[22.69599232],[0.01742913],[0.00030684],[0.69647923]
[1065.00994535],[22.45936531],[0.01492403],[0.00022276],[0.57913784]
[1172.26559647],[23.55979516],[0.01519657],[0.00023119],[0.54723977]
[1499.73364998],[26.75098432],[0.01739385],[0.00030782],[0.65146748]
[1146.43930773],[23.877139],[0.01408156],[0.00019887],[0.63822583]
[1133.73112685],[23.58115371],[0.01434858],[0.00020613],[0.60071632]
[1072.63018585],[22.46874124],[0.01569592],[0.00024644],[0.54496896]
[1020.10198859],[22.34518139],[0.01569302],[0.00024781],[0.65629034]
[1034.82289113],[22.23947695],[0.01766823],[0.0003167],[0.74173439]
[1531.41542454],[25.76971225],[0.01255532],[0.00015884],[0.65816894]
[1762.32142805],[26.8044908],[0.01389616],[0.00019323],[0.54261761]
[1811.98538633],[27.4754333],[0.01358859],[0.00018478],[0.54086973]
[1385.67969454],[24.67476766],[0.01270317],[0.0001615],[0.73106962]
[1633.6590791],[26.68808099],[0.01225357],[0.00015036],[0.66101351]
[1167.33255001],[22.82677612],[0.01212108],[0.00014732],[0.76976386]
[1868.46274349],[28.2086233],[0.01241069],[0.00015452],[0.57999527]
[2103.85844304],[30.3586735],[0.01203769],[0.00014542],[0.54096751]
[1771.68106591],[28.02817696],[0.01226863],[0.00015064],[0.63720947]
[2088.02058921],[29.57442506],[0.01221779],[0.00014952],[0.58485515]
[1903.69540487],[28.54105264],[0.01170603],[0.00013743],[0.61916315]
[1802.01211315],[27.61261817],[0.01255034],[0.00015758],[0.58230536]
[1096.37338843],[22.05969481],[0.01311457],[0.00017233],[0.76689069]
[2317.6083775],[30.90492899],[0.01230034],[0.00015185],[0.62337253]
[1658.07897567],[26.16211557],[0.01274091],[0.00016245],[0.57055544]
[1054.30529374],[21.7682026],[0.01284898],[0.00016526],[0.81394769]
[1527.43855966],[25.73907847],[0.01442421],[0.00020833],[0.66857707]
[1303.20094506],[23.50229285],[0.01287802],[0.00016616],[0.71985867]
[775.23012062],[18.66545061],[0.02684666],[0.00072116],[0.67169681]
[632.06594587],[17.14207148],[0.02413186],[0.00058289],[0.71191433]
[587.27894205],[16.66778556],[0.02848041],[0.00081233],[0.74116185]
[672.07082915],[18.20877682],[0.01698007],[0.00028874],[0.61481207]
[664.34848864],[17.60739713],[0.01955166],[0.00038273],[0.69033863]
[700.04907777],[18.47053841],[0.02078312],[0.00043266],[0.65661876]
[786.9477786],[18.64497386],[0.02077209],[0.00043201],[0.61738497]
[695.77956536],[17.62978474],[0.02194408],[0.00048216],[0.65352852]
[687.22813518],[18.37429421],[0.02202811],[0.00048688],[0.67105622]
[653.211568],[17.68898743],[0.02381023],[0.00056839],[0.6965109]
[648.0496346],[17.37981269],[0.02701737],[0.00073068],[0.71321495]
[715.3354303],[19.06877592],[0.01784608],[0.0003188],[0.59809668]
[783.01580081],[19.83870181],[0.01617683],[0.000263],[0.52177981]
[627.10322777],[16.86064399],[0.02979912],[0.0008893],[0.72698677]
[642.47588904],[17.77471336],[0.02574502],[0.0006641],[0.69811104]
[634.41805733],[17.32796476],[0.02498938],[0.0006256],[0.68480139]
[409.95160632],[13.8190734],[0.01965116],[0.0003866],[0.68403355]
[510.37968693],[15.4684886],[0.02059788],[0.00042496],[0.57044281]
[402.91178545],[13.63482367],[0.01962958],[0.00038554],[0.69313181]
[407.78427699],[13.51057454],[0.01925479],[0.00037083],[0.71651017]
[440.80157088],[14.20297191],[0.01834393],[0.00033661],[0.69138125]
[357.59189435],[12.8718772],[0.01957208],[0.00038323],[0.74137847]
[464.60029929],[14.52356773],[0.01923853],[0.00037017],[0.69712703]
[395.35277132],[13.38483015],[0.01969373],[0.00038789],[0.72958006]
[483.18621205],[15.36932511],[0.01796092],[0.00032282],[0.64669606]
[456.42450734],[14.61626873],[0.01856074],[0.00034458],[0.68579314]
[598.77658838],[16.74089972],[0.01703595],[0.0002903],[0.66630112]
[548.8499023],[16.08624272],[0.01872154],[0.0003507],[0.57470573]
[479.89045248],[15.00153328],[0.01739863],[0.0003028],[0.67049026]
[497.39672964],[15.54312737],[0.0193905],[0.00037648],[0.50311192]
[470.34954],[14.88382913],[0.01762285],[0.00031073],[0.66902563]
[436.80597964],[14.35797419],[0.02109525],[0.00044506],[0.66839609]
[388.46106412],[13.49150913],[0.02070282],[0.00042866],[0.73248706]
[370.53039861],[13.15344205],[0.01993841],[0.0003976],[0.74353424]
[368.14947261],[12.81787264],[0.02081165],[0.0004332],[0.75942077]
[447.65762064],[14.53440379],[0.01923927],[0.00037027],[0.68564496]
[498.0856118],[15.16474561],[0.0191153],[0.00036554],[0.65336022]
[531.90104433],[15.75760771],[0.01889071],[0.00035702],[0.6470707]
[467.73006047],[14.97779096],[0.01997021],[0.00039901],[0.63447366]
[464.77511006],[14.80049472],[0.01887728],[0.00035639],[0.67749217]
[2262.04140585],[34.0489814],[0.01266383],[0.00016563],[0.59025059]
[1620.02913652],[29.23722298],[0.01156725],[0.00013388],[0.54766973]
[1453.75122151],[28.06157125],[0.01148718],[0.00013201],[0.55972286]
[1686.65894107],[29.96340517],[0.01147327],[0.00013169],[0.51877493]
[1527.26233217],[28.35165805],[0.01167199],[0.00013632],[0.56052181]
[1537.17757326],[28.73591826],[0.01143302],[0.00013078],[0.55558811]
[2014.24631881],[32.06808737],[0.01291833],[0.0001728],[0.60832082]
[1497.96059136],[28.52761532],[0.01120516],[0.00012561],[0.56054539]
[1589.55456255],[29.12190591],[0.01156776],[0.00013383],[0.54588344]
[2101.42310547],[33.02940341],[0.0127663],[0.00016768],[0.60546555]
[1676.50580986],[29.96569628],[0.0109783],[0.00012055],[0.58387856]
[1689.48846195],[30.08562884],[0.01118894],[0.00012529],[0.57408341]
[1670.29162708],[30.22036473],[0.01088859],[0.0001186],[0.5248489]
[1689.04800165],[30.22737083],[0.01098749],[0.00012074],[0.51857602]
[1543.63091284],[28.7774462],[0.01166768],[0.0001362],[0.54213999]
[1825.51392518],[32.47648635],[0.00948775],[9.0024331e-05],[0.56661479]
[1751.5504061],[32.01286485],[0.00975284],[9.51418715e-05],[0.55503302]
[1619.97814622],[30.82344568],[0.00968103],[9.37301279e-05],[0.63001985]
[1872.32529235],[32.79479072],[0.0095871],[9.19981242e-05],[0.61987261]
[1933.70614834],[33.55063727],[0.00937615],[8.79746583e-05],[0.61255762]
[1861.08215407],[32.97561347],[0.00950666],[9.05488077e-05],[0.61224594]
[1824.64936969],[32.1383428],[0.00986131],[9.72933853e-05],[0.52566762]
[1907.39076091],[32.63008917],[0.01047128],[0.00010974],[0.52751423]
[2004.38434975],[32.70305523],[0.00981538],[9.63675933e-05],[0.57971207]
[1640.5783463],[30.38570477],[0.01019404],[0.00010395],[0.59279424]
[1952.2290155],[33.43736733],[0.00930992],[8.6690075e-05],[0.58529003]
[1748.83656758],[31.81234205],[0.00986095],[9.72515187e-05],[0.52977153]
[1843.72582434],[33.08719832],[0.00958979],[9.19912004e-05],[0.55252602]
[1856.78856735],[32.62746903],[0.00983497],[9.67389131e-05],[0.49879468]
[1803.43331508],[32.20973194],[0.009458],[8.94676259e-05],[0.59144738]
[1925.26385197],[33.39743992],[0.00954668],[9.11630678e-05],[0.56746336]
[1813.71236245],[32.55870387],[0.00978977],[9.58591551e-05],[0.56113454]
[1783.91836684],[32.10336536],[0.00947876],[8.99398011e-05],[0.62237234]
[1673.25997402],[30.93477184],[0.01027456],[0.0001056],[0.53143053]
[1861.16466192],[33.04562737],[0.00946831],[8.97430521e-05],[0.59906116]
[1868.02812565],[32.98316952],[0.00952381],[9.07519644e-05],[0.59754983]
[1925.65674332],[32.64239218],[0.01102093],[0.00012208],[0.52995484]
[1947.78113413],[33.09275765],[0.00931277],[8.67959614e-05],[0.58841172]
[1664.07098193],[31.14196994],[0.00986285],[9.73008149e-05],[0.61710007]
[1854.20723034],[32.2443048],[0.00986063],[9.73186232e-05],[0.55908063]
[1542.95231954],[29.91340533],[0.00978644],[9.57916529e-05],[0.63860041]
[1640.03597062],[30.36101191],[0.01003792],[0.00010082],[0.61874775]
[1743.4749875],[32.13375188],[0.00958276],[9.18341104e-05],[0.59319974]
[1795.86509018],[32.65677886],[0.00932245],[8.69192158e-05],[0.61297318]
[1684.81689177],[30.927944],[0.00991109],[9.82511239e-05],[0.5777127]
[1741.33792204],[31.57741143],[0.01003802],[0.00010077],[0.56802052]
[1354.64956422],[28.38600351],[0.01028024],[0.0001057],[0.61119311]
[1759.35296956],[31.80137346],[0.00983845],[9.68087976e-05],[0.53540135]
[1780.67955126],[32.26121092],[0.00954775],[9.11697996e-05],[0.57362672]
[1630.4539852],[31.07923291],[0.00989516],[9.79223281e-05],[0.57885694]
[1669.12131406],[31.41367009],[0.00975701],[9.52260525e-05],[0.58112445]
[1734.55030976],[31.43264543],[0.00969879],[9.40817928e-05],[0.60331709]
[1555.7432833],[30.45944849],[0.00988941],[9.78399348e-05],[0.60605471]
[1365.09868064],[28.48333823],[0.00993874],[9.88028619e-05],[0.66340298]
[1432.21804152],[29.19795078],[0.01014404],[0.00010294],[0.63420084]
[1397.98757535],[28.97451109],[0.01015112],[0.00010309],[0.63985532]
[1416.97688655],[29.18635247],[0.01032606],[0.00010668],[0.6462367]
[1434.84930365],[29.31794216],[0.01015872],[0.00010325],[0.64358397]
[1456.54440274],[29.57570377],[0.01008796],[0.00010181],[0.62794317]
[1948.7851089],[33.16257993],[0.00979766],[9.60344594e-05],[0.552277]
[1750.5602425],[31.59334219],[0.00963729],[9.28943619e-05],[0.6145584]
[1828.23879779],[32.53556958],[0.00948802],[9.00364906e-05],[0.58149563]
[1768.78790009],[31.97552316],[0.0096253],[9.26550312e-05],[0.63271317]
[1819.23892894],[32.71380766],[0.00957681],[9.17295604e-05],[0.57715582]
[1627.26037807],[29.05460111],[0.01571399],[0.00025076],[0.38618202]
[1658.49773584],[28.81980968],[0.01564942],[0.00024643],[0.36145541]
[1627.33602326],[29.09469406],[0.01368722],[0.00018806],[0.36501027]
[1646.19292649],[29.05813161],[0.01417699],[0.00020198],[0.34682514]
[1433.56116075],[27.78152264],[0.0133794],[0.00018006],[0.39036956]
[1417.04348838],[27.24850404],[0.01503611],[0.0002285],[0.45005315]
[1568.25628381],[27.84475487],[0.01665326],[0.0002786],[0.42508454]
[1626.26574795],[28.88858112],[0.01645757],[0.00028757],[0.39710087]
[1502.54188882],[27.42536549],[0.01590332],[0.00025423],[0.40118585]
[1630.91374431],[29.36060028],[0.01365174],[0.00018751],[0.36681021]
[1514.52760829],[28.49010346],[0.01349067],[0.00018267],[0.39349228]
[1350.12672338],[27.02356049],[0.01262522],[0.00015962],[0.41478667]
[1618.73012531],[27.68207424],[0.01397693],[0.00019542],[0.36181079]
[979.25055388],[21.995734],[0.01686136],[0.00028435],[0.4243446]
[1404.78663205],[25.80035156],[0.01498974],[0.00022485],[0.34646896]
[1429.92394663],[26.35308402],[0.01415868],[0.0002005],[0.35693892]
[1469.14098024],[26.3735385],[0.01489479],[0.00022201],[0.36164327]
[1444.29907829],[26.29938765],[0.01469125],[0.0002159],[0.35690713]
[1445.27911704],[26.22649078],[0.01486155],[0.00022092],[0.38128411]
[977.26481074],[22.50528016],[0.01503248],[0.00022598],[0.4477041]
[1409.93197205],[25.98054796],[0.01457826],[0.00021255],[0.32255503]
[1423.58418721],[25.56545493],[0.01475355],[0.00021769],[0.3448007]
[913.41255368],[21.38256307],[0.01565516],[0.00024534],[0.50109163]
[1493.64894777],[26.15762775],[0.0149654],[0.00022404],[0.34217293]
[913.78939759],[21.07175648],[0.01636225],[0.00026787],[0.48573504]
[911.17529328],[21.16028154],[0.01606829],[0.00025845],[0.49498853]
[1680.00519198],[27.88102568],[0.01437943],[0.00020689],[0.42144796]
[1015.82490666],[22.29185129],[0.01629763],[0.00026572],[0.49586911]
[982.59904198],[22.01832581],[0.01671019],[0.00027946],[0.49332451]
[994.6218754],[22.53489838],[0.01536075],[0.00023598],[0.43299685]
[927.13586625],[21.53697569],[0.01601072],[0.00025647],[0.46847836]
[1769.75082236],[27.85452337],[0.01503534],[0.00022616],[0.45249666]
[661.86963712],[17.16687955],[0.02033777],[0.00041411],[0.48323173]
[802.44487803],[18.5633021],[0.01857977],[0.00034578],[0.53123509]
[1268.95026622],[24.12324813],[0.01441956],[0.00020806],[0.53594481]
[812.3525783],[18.53048932],[0.02018648],[0.00040793],[0.35765657]
[662.77175171],[16.57139933],[0.02216449],[0.00049178],[0.47566611]
[708.75632873],[17.70774202],[0.0186254],[0.00034701],[0.43795672]
[650.81397636],[16.91424852],[0.01909109],[0.00036479],[0.54827704]
[735.4674985],[17.61342666],[0.02053726],[0.0004222],[0.36086652]
[771.42245588],[18.2087034],[0.0190219],[0.00036212],[0.46600983]
[1369.06724975],[24.47497419],[0.01541062],[0.00023762],[0.44758012]
[664.89236845],[16.97223898],[0.02215864],[0.00049164],[0.46151182]
[709.98218975],[17.57284149],[0.02003216],[0.00040179],[0.42954294]
[761.93007501],[18.30851774],[0.01839708],[0.00033856],[0.4352223]
[639.01683743],[16.65848616],[0.01947648],[0.0003797],[0.51023071]
[566.60192696],[15.76287838],[0.02079214],[0.00043305],[0.52458817]
[677.42446901],[17.11272829],[0.02146245],[0.00046168],[0.40522382]
[728.55553872],[17.63264482],[0.01980327],[0.00039279],[0.49104404]
[1330.36586265],[24.4684778],[0.01488372],[0.00022169],[0.5179939]
[532.24034751],[14.94462503],[0.02194993],[0.00048204],[0.52275528]
[684.92860827],[16.89869215],[0.01986679],[0.0003948],[0.45481356]
[1264.90623478],[23.87530713],[0.01730436],[0.00029964],[0.50945541]
[750.22088679],[18.3012065],[0.01979031],[0.00039233],[0.43043125]
[1090.86518725],[21.66686311],[0.02152079],[0.00046587],[0.30794146]
[1099.30117542],[21.63687245],[0.02020371],[0.00040964],[0.31931201]
[1167.19181748],[23.11121382],[0.01638273],[0.00026953],[0.30829507]
[975.54943131],[20.86450905],[0.01799697],[0.00032459],[0.35279835]
[1124.02110507],[23.96290341],[0.01443683],[0.00020859],[0.41285839]
[954.11743979],[20.94583285],[0.01718735],[0.00029578],[0.3491168]
[1134.02350062],[23.14942266],[0.01526818],[0.00023373],[0.35512819]
[1144.96689802],[23.54533501],[0.01473544],[0.00021767],[0.33895537]
[1055.02447746],[21.74127223],[0.0183385],[0.00033697],[0.35442473]
[1074.4285789],[22.22790206],[0.01629308],[0.0002661],[0.35855733]
[1091.46632304],[22.51527977],[0.01573968],[0.00024799],[0.36347725]
[1117.28854865],[22.50036727],[0.0160599],[0.00025803],[0.35540557]
[1005.10556499],[20.8436388],[0.0186021],[0.00034636],[0.40070478]
[1114.01804176],[22.77778931],[0.01562494],[0.00024465],[0.37168757]
[1004.58439403],[21.55854045],[0.01770774],[0.000314],[0.43215538]
[1087.90139258],[21.80005371],[0.01733878],[0.00030132],[0.34504584]
[1107.81685412],[22.79481462],[0.01652127],[0.00027351],[0.33514282]
[1039.6572946],[21.19589875],[0.01985754],[0.00039454],[0.36264812]
[1906.93297269],[29.61654533],[0.01264097],[0.00016003],[0.25085505]
[1359.14089669],[26.01773337],[0.0130524],[0.00017052],[0.26834004]
[1432.13863368],[26.61934623],[0.01288913],[0.00016626],[0.27437013]
[1467.47133607],[26.78255149],[0.01217048],[0.00014816],[0.27385352]
[1276.92087168],[23.94442823],[0.01450108],[0.00021033],[0.3894619]
[1204.72365424],[24.07848238],[0.01383612],[0.00019148],[0.31273881]
[1288.41878761],[25.32122256],[0.01287085],[0.00016576],[0.34782381]
[1125.7815138],[23.75984701],[0.01422404],[0.00020243],[0.40418777]
[919.86327632],[21.10039273],[0.01539165],[0.00023705],[0.38559308]
[961.57865708],[22.09842981],[0.01476866],[0.00021816],[0.45952501]
[1589.93546168],[28.05145072],[0.01216965],[0.00014816],[0.33357274]
[1339.28758779],[25.58151055],[0.01257279],[0.00015809],[0.33304786]
[1335.19354943],[25.32672108],[0.01320833],[0.00017455],[0.36260955]
[1135.58888129],[23.58019801],[0.01358901],[0.00018493],[0.40944691]
[1273.1057471],[24.74521128],[0.01280449],[0.00016404],[0.38095332]
[1150.90510118],[24.39026617],[0.01304983],[0.00017035],[0.4486734]
[1339.99058873],[25.86822492],[0.01246971],[0.00015567],[0.40595341]
[920.06000341],[20.89473242],[0.01571353],[0.00024905],[0.52398918]
[1100.83408888],[22.45015057],[0.01414004],[0.00019999],[0.32384724]
[1138.56334378],[23.17092066],[0.01371811],[0.00018825],[0.36169851]
[1321.15457288],[25.78827845],[0.01293586],[0.00016747],[0.36892607]
[1147.18679378],[23.50347945],[0.01394519],[0.0001946],[0.40785728]
[1336.2965348],[25.0576594],[0.01291213],[0.00016686],[0.35911574]
[1066.8450571],[22.36580235],[0.01454885],[0.00021183],[0.40621859]
[1036.23177513],[21.96054876],[0.02809784],[0.00079473],[0.39009255]
[866.36060164],[20.4894157],[0.01584887],[0.00025226],[0.53435212]
[1209.93373997],[24.0915488],[0.01358915],[0.00018479],[0.29767499]
[1323.57658271],[25.18745239],[0.01316546],[0.00017337],[0.3623676]
[1291.14663509],[24.78014637],[0.01370899],[0.00018805],[0.369974]
[1186.75730591],[24.61370321],[0.01340597],[0.00017977],[0.35684163]
[1307.18743335],[25.82650376],[0.01276633],[0.00016301],[0.3691764]
[3490.73459849],[38.285135],[0.04256794],[0.00183697],[0.52893858]
[1234.08846251],[24.63359154],[0.01328379],[0.00017666],[0.38781011]
[3492.20216758],[38.28468346],[0.04266878],[0.00184572],[0.52911332]
[1312.08876232],[25.38192922],[0.01460066],[0.00021421],[0.35363705]
[1412.40848439],[26.17681935],[0.01316581],[0.00017334],[0.42006215]
[1526.24993071],[26.65217653],[0.01248705],[0.00015596],[0.36357724]
[1732.12766089],[28.95034924],[0.01150215],[0.00013238],[0.38048051]
[1618.24466779],[27.95733497],[0.01182369],[0.00013994],[0.40801902]
[1885.88305561],[29.32228962],[0.01216202],[0.000148],[0.3117979]
[1488.64691451],[26.73366558],[0.01307471],[0.00017102],[0.3511094]
[1513.38376551],[27.02256433],[0.01305646],[0.00017054],[0.32617886]
[1293.59407325],[26.05529114],[0.01273151],[0.00016219],[0.37240198]
[1184.16604637],[24.88369023],[0.01264693],[0.00016009],[0.42089447]
[1450.56489628],[26.59664213],[0.0129255],[0.0001674],[0.30779075]
[1982.25986215],[30.97334723],[0.01151595],[0.00013264],[0.24679136]
[1762.82428676],[28.65245264],[0.01195635],[0.00014305],[0.30781418]
[1910.16666359],[29.78540302],[0.01186998],[0.00014094],[0.26563917]
[1492.24447074],[26.63742589],[0.01326798],[0.00017617],[0.33589758]
[1478.75250222],[26.59138396],[0.01335005],[0.00017836],[0.30393699]
[2123.37214974],[31.69201816],[0.01148819],[0.00013208],[0.2098023]
[1980.13873719],[30.07876262],[0.01203343],[0.00014495],[0.24325662]
[1358.99867877],[24.41073895],[0.01337221],[0.00017882],[0.43532107]
[1036.81659536],[23.18669295],[0.0128414],[0.00016544],[0.57248255]
[928.81042732],[21.8506976],[0.01335353],[0.00017873],[0.58873461]
[1220.50639044],[25.1436831],[0.01301637],[0.00017238],[0.54875604]
[926.8588802],[21.98567587],[0.01329766],[0.00017694],[0.60171422]
[983.19055186],[22.50076902],[0.01363992],[0.00018628],[0.60138389]
[1045.08425271],[23.1890678],[0.01297239],[0.00016854],[0.5761301]
[1208.84779909],[24.33992323],[0.01482664],[0.00022674],[0.516901]
[885.9786578],[21.41061491],[0.01305126],[0.00017059],[0.62961329]
[849.58587896],[21.42260662],[0.01433486],[0.00020587],[0.62755934]
[936.84335997],[22.14486296],[0.01326218],[0.00017606],[0.60210068]
[876.98172095],[21.50168305],[0.01363839],[0.00018619],[0.61514674]
[870.64801186],[21.65650364],[0.01356189],[0.00018409],[0.62348849]
[1090.02047816],[23.93846999],[0.01243129],[0.00015468],[0.54219739]
[890.96973311],[21.73255772],[0.01368736],[0.00018799],[0.60504479]
[929.98162165],[22.0609217],[0.01382777],[0.00019147],[0.54107871]
[939.14220295],[22.24769245],[0.01305776],[0.00017067],[0.56026392]
[1063.57211371],[23.69735546],[0.01287345],[0.00016627],[0.54973115]
[832.74297791],[20.95222717],[0.01448322],[0.00021],[0.6373073]
[862.382435],[21.22212624],[0.0134494],[0.00018123],[0.63455239]
[925.22482191],[22.23149681],[0.0129443],[0.00016771],[0.59799991]
[969.55160533],[22.72079168],[0.01252838],[0.00015717],[0.56338392]
[927.51515281],[22.15282284],[0.01277195],[0.00016349],[0.56629653]
