Contrast,Dissimilarity,Energy,ASM,Correlation
[618.17029707],[15.28244068],[0.03438103],[0.00118595],[0.78141927]
[660.28738248],[16.78189473],[0.03093774],[0.00096123],[0.76082401]
[722.10860894],[17.48042057],[0.03485385],[0.00121792],[0.74494805]
[637.99580452],[15.83227173],[0.03546177],[0.00126144],[0.76817966]
[490.49526539],[14.82647526],[0.01495427],[0.00022406],[0.86163547]
[744.5149455],[15.32587928],[0.05676068],[0.00324542],[0.67327426]
[665.494978],[15.50032513],[0.03796479],[0.00144615],[0.77255066]
[595.55355063],[14.19571238],[0.04840902],[0.00237389],[0.78188686]
[665.80009972],[17.00958458],[0.03731869],[0.00139933],[0.72986341]
[694.46134287],[17.28414083],[0.03562484],[0.0012724],[0.73962894]
[833.04909057],[18.41973759],[0.03871522],[0.00150352],[0.69215257]
[645.23924447],[15.89012021],[0.03418942],[0.001175],[0.76627502]
[686.98242858],[16.37952963],[0.0307709],[0.00094918],[0.76161835]
[748.72432469],[17.27549015],[0.03049676],[0.00093169],[0.74970544]
[686.06360714],[16.58326116],[0.03456466],[0.00119631],[0.76838875]
[592.22009828],[15.58560349],[0.01738793],[0.00030316],[0.82123613]
[534.06293382],[14.84913829],[0.02245066],[0.00050813],[0.86853639]
[518.23194202],[15.18200614],[0.01648599],[0.00027257],[0.83365857]
[441.50147244],[14.16704654],[0.01708487],[0.00029268],[0.87946944]
[530.7177128],[15.60488906],[0.01571971],[0.00024788],[0.8183106]
[647.0057107],[17.02630299],[0.01838402],[0.00033942],[0.79252621]
[631.3792367],[16.88366579],[0.01401855],[0.00019703],[0.74111755]
[666.87611856],[17.10593162],[0.01492547],[0.00022324],[0.77522383]
[735.8349739],[18.24497919],[0.01580353],[0.0002504],[0.77431938]
[773.06479736],[18.72051054],[0.01487392],[0.0002227],[0.77037328]
[726.71805995],[17.51872243],[0.01499648],[0.00022561],[0.85683193]
[512.93422212],[14.97042765],[0.0151646],[0.0002305],[0.85876838]
[668.14533449],[17.02016268],[0.01514804],[0.00022989],[0.81695158]
[730.65045313],[18.34201563],[0.01375991],[0.00018973],[0.77275438]
[758.1930839],[18.67501587],[0.0139246],[0.00019415],[0.77347345]
[751.72295989],[18.55523572],[0.01381668],[0.00019119],[0.76656589]
[769.53411155],[18.49651188],[0.01442064],[0.00020821],[0.7447352]
[787.92185428],[18.99644015],[0.01356417],[0.00018434],[0.75934828]
[752.46345535],[18.47290437],[0.01416369],[0.00020123],[0.7906067]
[651.19070222],[16.27251483],[0.0195385],[0.00038294],[0.8149827]
[1048.91929843],[22.59298017],[0.01085939],[0.00011822],[0.79083748]
[519.23238412],[15.21859379],[0.01459115],[0.0002132],[0.84715908]
[740.87436322],[19.17864791],[0.01181922],[0.00013994],[0.85161194]
[941.78878514],[20.78870325],[0.01220799],[0.00014931],[0.82096967]
[1361.44005703],[25.6730502],[0.0100701],[0.00010158],[0.76853605]
[1263.14755371],[25.28467091],[0.01010998],[0.00010247],[0.74739796]
[1462.47991042],[26.6669777],[0.01002652],[0.00010068],[0.70840379]
[982.93512705],[21.59458204],[0.01124827],[0.00012677],[0.77866405]
[903.17681352],[21.03023095],[0.01120204],[0.00012581],[0.81677211]
[1299.9024902],[24.42086084],[0.01127305],[0.00012769],[0.77187941]
[1264.51537622],[24.33767818],[0.01130329],[0.0001281],[0.77122143]
[882.01286609],[20.11794423],[0.01275426],[0.00016298],[0.83115078]
[596.24360933],[15.89715546],[0.01456726],[0.00021259],[0.83789205]
[927.47722835],[20.89278186],[0.01134044],[0.00012893],[0.83748121]
[886.10039566],[20.19786642],[0.01212209],[0.00014711],[0.83128491]
[1339.57556282],[25.20563982],[0.01115363],[0.00012464],[0.76707812]
[1205.39078726],[24.01093683],[0.01079605],[0.00011679],[0.76805123]
[1664.61397738],[28.48890921],[0.01051576],[0.00011099],[0.71327302]
[1084.45181171],[22.83241608],[0.01118421],[0.0001253],[0.79298365]
[992.95300073],[22.01846986],[0.01133125],[0.00012862],[0.81131195]
[1318.95351728],[25.03647993],[0.01064662],[0.00011358],[0.77733916]
[1170.02141731],[23.26064535],[0.01129884],[0.0001279],[0.78730008]
[1084.24342803],[23.09883442],[0.01095277],[0.00012012],[0.80512465]
[584.45331908],[15.70766027],[0.01472793],[0.00021728],[0.83635582]
[936.73673507],[20.99167466],[0.01201267],[0.00014474],[0.82836296]
[859.49817563],[20.35057226],[0.01117482],[0.00012512],[0.83837361]
[905.38010929],[20.69088745],[0.01167868],[0.00013661],[0.83185009]
[1129.22032983],[22.85392508],[0.01189294],[0.00014301],[0.82873936]
[965.31542378],[21.00304602],[0.01163852],[0.00013566],[0.82365033]
[1050.21963966],[22.18923682],[0.01120405],[0.00012586],[0.80329078]
[886.28126071],[19.67013134],[0.01258281],[0.0001585],[0.8552531]
[896.17684781],[20.25582373],[0.0117864],[0.00013926],[0.84867202]
[833.67538444],[19.79259352],[0.01194869],[0.00014298],[0.85857024]
[1357.11707664],[25.66621268],[0.01115266],[0.00012475],[0.76668084]
[606.55714424],[15.98573297],[0.0147352],[0.00021739],[0.82799617]
[1258.45365729],[23.30513353],[0.01261399],[0.00016027],[0.74536754]
[907.56799961],[20.16830874],[0.01278532],[0.00016372],[0.83701295]
[1053.1685343],[22.76071457],[0.01107016],[0.00012283],[0.80019001]
[1302.87951944],[25.21749749],[0.01078261],[0.00011648],[0.76970575]
[1005.02019444],[21.8199973],[0.01167948],[0.00013655],[0.79180233]
[1182.36732659],[23.28735192],[0.01151455],[0.00013274],[0.82198674]
[1191.20679815],[23.46932973],[0.01050272],[0.00011046],[0.77802288]
[790.50969198],[16.37191057],[0.02478789],[0.00061776],[0.65158308]
[994.77052676],[19.50483626],[0.01793214],[0.00032222],[0.74906926]
[1013.78638786],[19.81229846],[0.01670739],[0.00027961],[0.75239544]
[608.3516564],[15.99041835],[0.01477894],[0.00021874],[0.81961631]
[927.66595325],[19.28166253],[0.01452894],[0.00021163],[0.66085026]
[624.50422613],[14.29194368],[0.01659924],[0.0002772],[0.89248474]
[1016.44437068],[19.85623767],[0.01681579],[0.00028313],[0.74791176]
[958.13498678],[19.37083759],[0.01674364],[0.00028071],[0.75884269]
[884.80983967],[18.99792956],[0.01619322],[0.00026261],[0.77171075]
[765.44497925],[17.37636193],[0.01768699],[0.00031344],[0.73728948]
[919.47095899],[19.21137319],[0.01469204],[0.00021628],[0.75065013]
[919.85490832],[18.89226127],[0.01476493],[0.00021831],[0.76679585]
[785.51449869],[16.43698308],[0.01811723],[0.00032872],[0.66167387]
[964.90078628],[19.46324107],[0.01564225],[0.00024546],[0.76309525]
[715.4693057],[16.9303244],[0.0163575],[0.00026822],[0.7986745]
[665.23272224],[16.2498514],[0.01826776],[0.00033494],[0.80885132]
[590.7243234],[15.8165618],[0.01461783],[0.0002139],[0.82669555]
[825.00138376],[17.99415464],[0.01754623],[0.00030851],[0.77215052]
[571.08431442],[15.34434146],[0.01685959],[0.00028478],[0.83466915]
[666.88508739],[16.41337648],[0.01748556],[0.00030658],[0.80098884]
[575.27785661],[15.26338812],[0.01920762],[0.00037128],[0.83424597]
[426.01443039],[12.90569891],[0.02264948],[0.00051619],[0.85662237]
[529.88244908],[14.68119821],[0.02248482],[0.00050747],[0.85717057]
[574.6242926],[14.7120458],[0.02316132],[0.0005372],[0.88122915]
[412.1077406],[12.30300303],[0.04237205],[0.00180241],[0.84799001]
[611.64632026],[15.15143676],[0.02548254],[0.00065383],[0.85853982]
[350.31307353],[11.34958603],[0.02798276],[0.00079949],[0.82278861]
[540.3434674],[15.41933916],[0.01436086],[0.00020641],[0.84144119]
[850.3246838],[18.44400772],[0.01409368],[0.0001989],[0.79162274]
[537.88105961],[14.58610834],[0.01551947],[0.00024133],[0.81125091]
[860.94026089],[17.69941685],[0.01827584],[0.00033591],[0.77831583]
[967.44215458],[19.09419271],[0.01543381],[0.00023876],[0.78379713]
[716.72533525],[14.77047928],[0.01974331],[0.00039024],[0.80306898]
[937.12769637],[19.36964107],[0.01468208],[0.00021577],[0.79373981]
[887.11111748],[18.48637128],[0.01621108],[0.00026315],[0.76343846]
[871.72563879],[17.78437778],[0.016783],[0.00028229],[0.76891308]
[829.15346488],[17.77055186],[0.01981975],[0.0003939],[0.74916818]
[781.42717413],[17.07211007],[0.01818431],[0.00033123],[0.79421901]
[524.6069729],[15.14452717],[0.01519187],[0.00023101],[0.85403426]
[790.88555299],[17.9335231],[0.0161581],[0.00026168],[0.75090043]
[788.23724369],[16.96246739],[0.01699818],[0.00028971],[0.77331367]
[676.65422121],[15.9441581],[0.02608577],[0.00068199],[0.79025067]
[770.03766927],[17.71871715],[0.01495142],[0.00022378],[0.8141173]
[626.57822006],[15.13693486],[0.02050079],[0.00042116],[0.77134459]
[741.44514773],[17.35097965],[0.01617151],[0.00026178],[0.7986145]
[854.10488395],[18.37164725],[0.01647167],[0.00027166],[0.78527173]
[738.82506804],[16.04701454],[0.0230195],[0.00053041],[0.6537305]
[904.02577665],[18.07597468],[0.01859628],[0.00034676],[0.65314482]
[996.86346975],[20.38044019],[0.01644423],[0.00027075],[0.74362307]
[536.8186204],[15.38245493],[0.0150353],[0.00022629],[0.84228762]
[725.80259046],[16.73377141],[0.01833927],[0.0003367],[0.65569876]
[673.13136184],[16.36029926],[0.01776185],[0.00031583],[0.69500588]
[954.2430201],[19.68485494],[0.01765764],[0.00031285],[0.75088289]
[871.00593494],[18.53962354],[0.018667],[0.00034952],[0.77312509]
[1011.42052189],[19.98631182],[0.0169399],[0.00028727],[0.73606281]
[1321.55474461],[18.78947869],[0.01997633],[0.00040102],[0.69438096]
[1369.83284432],[19.69542025],[0.01893264],[0.0003606],[0.67875268]
[1120.45703444],[19.43109357],[0.01567523],[0.00024628],[0.70286808]
[974.89343163],[16.59518961],[0.02957438],[0.00088494],[0.79632312]
[1266.96009292],[17.7314321],[0.02818416],[0.00080151],[0.7546832]
[586.09255132],[15.99061912],[0.0148907],[0.00022219],[0.82779054]
[936.89569796],[15.32480082],[0.0406248],[0.00166958],[0.83152409]
[745.2135837],[13.29187136],[0.05500875],[0.00306366],[0.86505655]
[921.53554042],[15.02919005],[0.03443901],[0.00119509],[0.77710073]
[887.00685508],[14.3093935],[0.04357753],[0.0019106],[0.83289532]
[990.98191454],[15.70751914],[0.03965388],[0.00158581],[0.80812136]
[735.37443381],[13.59747215],[0.04191218],[0.00177047],[0.85352734]
[862.71955944],[16.05971766],[0.02061926],[0.00042642],[0.73646121]
[774.89870601],[15.95905895],[0.01761718],[0.00031083],[0.76852378]
[708.85384662],[12.44093584],[0.05514125],[0.00309388],[0.87958505]
[884.9797977],[14.98065041],[0.02877225],[0.00085025],[0.81987571]
[544.16115853],[15.52350429],[0.01524739],[0.0002328],[0.83231006]
[892.58726972],[14.64727825],[0.0431524],[0.00192442],[0.83785571]
[726.40431413],[13.19969785],[0.04036867],[0.00165607],[0.86063522]
[844.34455958],[13.58073875],[0.06112687],[0.00377359],[0.86875758]
[879.25681075],[17.65050812],[0.01685333],[0.00028514],[0.74176752]
[872.0146301],[16.92769495],[0.01677016],[0.00028181],[0.74371298]
[948.70148997],[15.26885679],[0.04678836],[0.00227528],[0.82733496]
[962.98975121],[14.92270309],[0.04629975],[0.00221622],[0.8270508]
[911.55153603],[15.83158027],[0.03895783],[0.00157633],[0.81960246]
[879.2650773],[17.0460345],[0.0187361],[0.00035297],[0.76720259]
[992.02891963],[15.72678871],[0.03536527],[0.0012831],[0.81722206]
[549.79861568],[15.40736616],[0.01527809],[0.00023372],[0.83019831]
[916.7932509],[15.30366146],[0.03501657],[0.00123635],[0.82199639]
[881.07790172],[14.84109159],[0.03542087],[0.00126384],[0.82990238]
[1237.58628349],[17.61520394],[0.03311297],[0.00110761],[0.77573018]
[1328.94523757],[18.61301775],[0.02660662],[0.00071506],[0.7243605]
[1314.29498192],[18.95376851],[0.02168038],[0.00047229],[0.70066767]
[920.80716191],[15.85722039],[0.03277112],[0.00108457],[0.81586622]
[1054.82848516],[17.60195706],[0.02240428],[0.00050574],[0.75713755]
[788.97547664],[14.85271267],[0.02886471],[0.00085077],[0.83504027]
[1007.09221855],[17.10421083],[0.03201228],[0.00102751],[0.78767415]
[572.34603992],[15.53758867],[0.01529342],[0.00023408],[0.83666201]
[160.38050721],[8.53488969],[0.02296723],[0.00052785],[0.85527295]
[309.56277564],[11.11291625],[0.0273992],[0.00075177],[0.72481749]
[313.49285873],[11.57127309],[0.02421438],[0.0005866],[0.75663079]
[371.87204464],[12.36100455],[0.02378829],[0.0005661],[0.74969185]
[394.32890134],[12.54987669],[0.02316228],[0.00053689],[0.72184074]
[421.85289894],[12.77397512],[0.02657393],[0.000707],[0.7246303]
[544.03298439],[15.1272752],[0.01542105],[0.00023811],[0.84222565]
[409.4113137],[12.61597096],[0.02588182],[0.00067044],[0.72056054]
[348.3742925],[11.72560675],[0.02605848],[0.00067997],[0.71306554]
[392.5013422],[12.59010287],[0.02521828],[0.00063666],[0.71114414]
[392.11519526],[12.48118471],[0.02555419],[0.00065364],[0.71193671]
[318.48672894],[11.30289183],[0.02782897],[0.00077523],[0.72262848]
[322.90322199],[11.20867073],[0.02801501],[0.00078562],[0.72066796]
[329.64378042],[11.36084245],[0.02783928],[0.00077578],[0.72876117]
[245.76812333],[9.95195552],[0.02811248],[0.00079191],[0.79483337]
[257.20421471],[9.99295361],[0.02342638],[0.0005524],[0.92708571]
[310.15086475],[10.83622344],[0.0252109],[0.00063724],[0.92762482]
[526.63742629],[15.22247294],[0.01446549],[0.00020961],[0.84066508]
[1247.43806201],[21.98562062],[0.01351291],[0.00018383],[0.6476812]
[703.91263031],[15.72998362],[0.01596392],[0.0002568],[0.87434601]
[508.20354397],[12.5244263],[0.02605249],[0.00068027],[0.92728526]
[462.97709482],[12.24740006],[0.02448613],[0.00060072],[0.9233691]
[483.82208117],[12.68534068],[0.02228262],[0.00049743],[0.91970136]
[408.16795444],[11.54318627],[0.02255992],[0.00051022],[0.9212446]
[318.71592174],[10.80517293],[0.0252574],[0.00063986],[0.93693313]
[433.26181776],[12.44706924],[0.01945237],[0.00037901],[0.91620667]
[482.73779407],[12.64016965],[0.02394533],[0.00057495],[0.92537193]
[374.70099701],[12.07619258],[0.02147327],[0.00046242],[0.89557091]
[356.3348338],[12.90089722],[0.01612983],[0.00026065],[0.85413978]
[476.13065058],[13.39769026],[0.01864103],[0.00034788],[0.90783353]
[440.77432232],[13.00410174],[0.01842107],[0.00033948],[0.910496]
[309.88299279],[10.78036168],[0.02360958],[0.00055808],[0.93096981]
[462.55708932],[12.65337524],[0.02203215],[0.00048611],[0.91373052]
[315.53703492],[10.70073166],[0.02206983],[0.00048836],[0.93739789]
[271.38701454],[10.06394503],[0.02293532],[0.00052719],[0.91558229]
[436.47846021],[12.05419247],[0.02174557],[0.00047412],[0.91662719]
[250.79707954],[9.13627739],[0.02597114],[0.00067559],[0.91583719]
[492.89831589],[14.34876458],[0.01501014],[0.00022586],[0.87114014]
[299.58295544],[10.818759],[0.02133314],[0.00045662],[0.93097979]
[371.49018604],[11.52752868],[0.02285131],[0.00052354],[0.92354741]
[325.82893739],[11.29437153],[0.01993725],[0.00039842],[0.91697325]
[309.9556136],[10.76352754],[0.02081125],[0.00043392],[0.92572922]
[310.51352592],[10.75449832],[0.02112831],[0.00044691],[0.91042292]
[279.01321213],[10.06531053],[0.02277666],[0.00051964],[0.94032247]
[290.3575925],[9.95031976],[0.0235093],[0.00055334],[0.93498257]
[335.20715319],[10.93723982],[0.02354672],[0.00055581],[0.93471498]
[271.4163744],[10.37207025],[0.02285303],[0.00052373],[0.93051303]
[291.7978285],[10.240999],[0.02313343],[0.00053586],[0.92800715]
[362.01205768],[11.69757711],[0.02054054],[0.00042245],[0.91031814]
[327.57125302],[10.78585162],[0.02545665],[0.00065132],[0.90566902]
[768.90232625],[16.30418824],[0.01865066],[0.00034864],[0.68341107]
[282.90553514],[10.12759248],[0.02392604],[0.0005732],[0.93076517]
[331.84506968],[11.099683],[0.02126153],[0.00045285],[0.93192738]
[922.49146643],[20.24642896],[0.0163556],[0.00027087],[0.87261137]
[1085.17625994],[22.0105477],[0.01550973],[0.00024321],[0.85354298]
[855.49476414],[20.40039738],[0.01193617],[0.0001427],[0.79046958]
[943.81579799],[20.91156931],[0.01598918],[0.00025929],[0.85394519]
[882.90194307],[17.60627303],[0.01648913],[0.00027304],[0.72834195]
[926.98631892],[21.14038852],[0.01732305],[0.00030429],[0.8614493]
[1151.75103482],[22.58870943],[0.01421583],[0.00020381],[0.83701623]
[1147.41867272],[22.4725856],[0.01892453],[0.00036039],[0.83466472]
[820.34761554],[19.13709459],[0.01524536],[0.00023334],[0.88311864]
[1139.59945987],[22.39201811],[0.01760275],[0.00031174],[0.82892014]
[937.42657828],[20.51493709],[0.01466813],[0.00021639],[0.8694015]
[928.33128796],[20.30491017],[0.01742431],[0.00030746],[0.86454474]
[1248.57497591],[23.10866656],[0.01842179],[0.00034111],[0.82442878]
[901.03920108],[20.01692637],[0.01544288],[0.00023996],[0.87349218]
[899.90551576],[20.62669124],[0.01593409],[0.00025596],[0.86862943]
[638.06335017],[15.70158276],[0.01750962],[0.00030755],[0.7877655]
[973.58795911],[21.09726666],[0.01643738],[0.00027211],[0.8595254]
[1072.07751401],[22.13603274],[0.01494432],[0.00022532],[0.8487459]
[972.41530526],[21.16571019],[0.0147864],[0.0002191],[0.8531878]
[921.43088398],[20.56865914],[0.01949681],[0.00038316],[0.85106721]
[856.02747881],[19.5213532],[0.02078391],[0.00043369],[0.86998698]
[1098.63805639],[22.22516187],[0.01321806],[0.00017569],[0.84803253]
[1012.93896056],[21.5179808],[0.01671558],[0.00028106],[0.85599199]
[918.37692893],[20.23894389],[0.01629029],[0.00026762],[0.87051314]
[1057.63155586],[21.81422267],[0.01326587],[0.00017688],[0.85886222]
[1097.48057394],[21.97951059],[0.01344305],[0.00018264],[0.83382184]
[597.05801629],[14.14615838],[0.01830329],[0.00033541],[0.80218808]
[807.95434658],[20.2126456],[0.01171509],[0.00013754],[0.81605844]
[851.10793428],[19.8622872],[0.01324953],[0.00017614],[0.85535153]
[895.33612235],[20.1046111],[0.01705521],[0.00029439],[0.87183179]
[813.22774718],[19.03678512],[0.0187312],[0.00035251],[0.87742794]
[876.75294615],[20.4388131],[0.01558657],[0.00024525],[0.87006808]
[988.26682773],[20.33082938],[0.01833285],[0.0003377],[0.8594452]
[1177.19645703],[23.14931538],[0.01538467],[0.00023915],[0.83052084]
[1009.33491095],[21.34287143],[0.01660173],[0.00027728],[0.84400237]
[872.2319573],[19.99305084],[0.0202103],[0.00041286],[0.85528891]
[1294.55973874],[23.999644],[0.01425556],[0.00021339],[0.79085857]
[869.25825231],[17.51377564],[0.01585009],[0.00025174],[0.71804173]
[821.97728656],[19.12646857],[0.01458504],[0.00021321],[0.87389796]
[1091.06873444],[21.82383831],[0.01336987],[0.00017923],[0.82555254]
[1218.25329724],[23.05881591],[0.01218112],[0.00014865],[0.82227595]
[1100.99331815],[22.43330735],[0.0126786],[0.00016105],[0.79828391]
[893.93200426],[19.9222255],[0.0151592],[0.00023013],[0.8209746]
[960.93131458],[20.61113457],[0.01428725],[0.00020451],[0.82567078]
[1134.65818723],[22.67244537],[0.0125395],[0.00015751],[0.80767374]
[1005.0412362],[21.73240137],[0.01171622],[0.00013742],[0.82785067]
[885.97538044],[20.44878461],[0.01319045],[0.00017428],[0.8112156]
[1105.44109546],[22.47951166],[0.01384637],[0.0001923],[0.80821191]
[1050.60608425],[19.24564282],[0.01563217],[0.00024505],[0.67938622]
[776.80211134],[18.54460059],[0.02052522],[0.00042191],[0.84849446]
[857.70120785],[19.61011208],[0.01642469],[0.00027005],[0.82051058]
[776.27178583],[18.38807088],[0.0167634],[0.00028192],[0.86202439]
[752.84689179],[17.95706967],[0.01434773],[0.00020601],[0.88272899]
[881.25751303],[19.66766581],[0.01505135],[0.00022699],[0.84798069]
[1411.62226019],[24.64579716],[0.01428178],[0.00020446],[0.81593673]
[1170.54912186],[22.43752003],[0.01439377],[0.00020764],[0.86662528]
[1175.59342211],[21.60695183],[0.01650007],[0.00027259],[0.86684261]
[902.61171028],[19.25370633],[0.01483598],[0.00022039],[0.89226692]
[869.69557235],[18.48610544],[0.02150341],[0.00046444],[0.87357935]
[718.22866173],[16.79751329],[0.01627745],[0.00026555],[0.69470551]
[791.08084007],[16.93966583],[0.01544989],[0.00024114],[0.87752728]
[870.3029313],[18.38894071],[0.01378894],[0.00019035],[0.74887377]
[1287.56647895],[23.95566767],[0.01221928],[0.00014951],[0.81598356]
[963.65181609],[21.09272475],[0.01282797],[0.00016477],[0.81835897]
[1267.09505003],[24.54922001],[0.01109041],[0.00012311],[0.78050679]
[999.93043595],[21.88189188],[0.01183593],[0.00014022],[0.80536313]
[1001.64655847],[21.86592344],[0.01204857],[0.00014533],[0.8064997]
[1178.89678003],[23.85848508],[0.0115467],[0.0001335],[0.77840605]
[675.46743655],[17.64130818],[0.01524204],[0.00023249],[0.83122168]
[853.85314527],[20.24732103],[0.01297551],[0.00016861],[0.81013545]
[750.83670564],[18.68386057],[0.01386945],[0.0001927],[0.84502629]
[740.69003999],[18.18779851],[0.01450425],[0.0002107],[0.8464935]
[759.34775913],[16.24836461],[0.01650324],[0.00027281],[0.74014541]
[698.62942976],[17.79261929],[0.01330478],[0.00017724],[0.86596635]
[876.28962268],[20.13681654],[0.01209569],[0.00014652],[0.85444495]
[1012.57319809],[21.64538],[0.01227703],[0.00015102],[0.82685893]
[625.30153556],[16.37274664],[0.01491862],[0.00022316],[0.88051391]
[723.94362117],[17.90225725],[0.01595348],[0.00025497],[0.84879529]
[734.88204888],[17.95591578],[0.01553366],[0.00024161],[0.71283994]
[499.5185754],[12.34665225],[0.02042206],[0.00042005],[0.88501523]
[572.17354298],[15.8857628],[0.01960389],[0.0003846],[0.68599321]
[719.61254113],[18.14885359],[0.01579258],[0.00025141],[0.74814953]
[459.1994858],[14.05604527],[0.01879175],[0.00035375],[0.74639097]
[507.52430482],[14.55648136],[0.01916604],[0.00036802],[0.6769591]
[859.02192423],[15.68959923],[0.02115185],[0.00044894],[0.78572744]
[596.80053779],[14.64925825],[0.02008538],[0.00040423],[0.64118456]
[949.18647599],[17.5196659],[0.01941279],[0.00037979],[0.79431373]
[1024.43130528],[19.48398954],[0.01504488],[0.00022669],[0.65044971]
[529.48419579],[14.32644426],[0.02021923],[0.00040933],[0.62245624]
[932.71319978],[17.66999303],[0.01733075],[0.00030258],[0.77305915]
[528.21399654],[14.10170009],[0.02041076],[0.00041735],[0.60612605]
[579.7782036],[16.18845255],[0.01863302],[0.00034836],[0.66535064]
[594.22085664],[13.39605353],[0.02513358],[0.00063316],[0.88125737]
[635.66933339],[16.38518511],[0.01938187],[0.00037693],[0.68022701]
[1065.69184827],[18.2548374],[0.01817628],[0.00033144],[0.75859365]
[572.01192733],[15.95839951],[0.01985841],[0.0003956],[0.70581911]
[527.564744],[12.49399733],[0.03104069],[0.00096855],[0.87347306]
[619.9940323],[16.05466538],[0.0204135],[0.00041886],[0.66051077]
[551.51075659],[12.89015021],[0.02886728],[0.0008375],[0.87463204]
[597.44758911],[15.98298333],[0.01959055],[0.00038488],[0.6468987]
[609.91494266],[13.7815323],[0.01967495],[0.00038967],[0.88146206]
[607.73094615],[15.87913695],[0.01834803],[0.00033737],[0.62167669]
[538.2976366],[13.0900113],[0.02214468],[0.00049231],[0.88545675]
[592.22450486],[15.568305],[0.01907515],[0.00036437],[0.60615927]
[393.09831522],[11.46729446],[0.02088915],[0.00043847],[0.91190991]
[627.11071253],[15.20990718],[0.02264059],[0.00051505],[0.56507288]
[514.17830609],[12.64178672],[0.02261175],[0.00051434],[0.89128358]
[791.32859536],[17.28964981],[0.01690364],[0.00028639],[0.69222642]
[678.53541479],[15.93537748],[0.02164256],[0.00046928],[0.55417071]
[527.2748143],[13.56282059],[0.02474572],[0.00061421],[0.56475208]
[487.04392498],[13.35605763],[0.02400632],[0.00057735],[0.56984643]
[429.9213501],[11.92423288],[0.02471372],[0.00061222],[0.88006246]
[390.0099569],[11.98609336],[0.02693605],[0.00072757],[0.6105791]
[407.70118108],[11.74907065],[0.02933288],[0.00086144],[0.58617863]
[361.0323459],[11.63483286],[0.03438344],[0.00118927],[0.59351751]
[389.6632411],[11.1028419],[0.0276071],[0.00077066],[0.92398233]
[329.89778368],[10.50809285],[0.03623645],[0.00131615],[0.59015081]
[462.64820437],[11.81610696],[0.02919629],[0.00085611],[0.87558712]
[159.16547632],[7.60667662],[0.03917694],[0.00153876],[0.72776074]
[438.79103915],[11.28570174],[0.02755086],[0.00076199],[0.85376052]
[357.77974678],[10.83807985],[0.021881],[0.00047956],[0.89745466]
[467.75180405],[11.65536082],[0.03222078],[0.00104268],[0.87985569]
[361.82056072],[10.74146506],[0.02233678],[0.00049967],[0.86659694]
[804.95423599],[15.68060206],[0.02597762],[0.00067578],[0.80570764]
[1022.53388822],[18.74423669],[0.01619628],[0.00026315],[0.62622564]
