Contrast,Dissimilarity,Energy,ASM,Correlation
[936.16553159],[21.48314481],[0.01148365],[0.00013224],[0.89418134]
[754.27422769],[18.94388342],[0.01263095],[0.00015992],[0.84906072]
[797.71530162],[19.68783325],[0.01271748],[0.0001621],[0.86295039]
[1038.7359043],[22.04042256],[0.01082351],[0.00011735],[0.82783838]
[714.60476777],[18.93464879],[0.0119767],[0.00014369],[0.86763487]
[406.74601768],[12.48313504],[0.01953752],[0.00038246],[0.70844082]
[379.65099509],[12.10214107],[0.01907964],[0.00036467],[0.72886777]
[383.19216585],[12.07983606],[0.01949822],[0.00038084],[0.7191018]
[345.05418125],[11.30150828],[0.02317033],[0.00053814],[0.7287594]
[252.27510604],[9.98515408],[0.02309535],[0.00053651],[0.86145785]
[407.20575755],[12.31282128],[0.02021465],[0.0004096],[0.6926378]
[291.40985519],[10.60778574],[0.02311163],[0.00053665],[0.84274003]
[372.84429592],[12.05088414],[0.02396103],[0.00057563],[0.76503215]
[265.7608246],[10.23016492],[0.02146459],[0.00046269],[0.8010537]
[278.24804859],[10.55325612],[0.02169623],[0.00047181],[0.79351235]
[232.20584073],[9.6372288],[0.02125277],[0.00045275],[0.85995358]
[284.63926289],[10.34294678],[0.02102511],[0.00044305],[0.82933085]
[271.64466902],[10.09261289],[0.0226742],[0.00051483],[0.86756501]
[472.44477737],[14.0932038],[0.0203827],[0.00041671],[0.8722833]
[483.639311],[14.29170039],[0.01734315],[0.00030135],[0.87802602]
[460.25438591],[13.99869926],[0.01689873],[0.00028639],[0.88057414]
[488.93209837],[14.34214108],[0.01703335],[0.00029092],[0.87464006]
[493.28819806],[14.34234412],[0.01709329],[0.00029305],[0.88414217]
[530.88877577],[14.18111984],[0.02132865],[0.00046185],[0.8861842]
[458.64538228],[13.44748497],[0.02383789],[0.00058195],[0.89833333]
[588.68412713],[14.60596406],[0.02876864],[0.00085088],[0.87189082]
[594.83810495],[14.82894311],[0.04693707],[0.00228265],[0.87205351]
[626.91078368],[15.04411072],[0.04746251],[0.00234041],[0.86609484]
[618.80228099],[15.03634039],[0.05526913],[0.00315444],[0.8747364]
[392.05713398],[12.90749595],[0.01696753],[0.00028864],[0.90558632]
[512.91549176],[14.50189949],[0.02198283],[0.00048556],[0.88671197]
[506.06597958],[14.51488825],[0.02017071],[0.00040895],[0.87064408]
[497.41395549],[14.44103338],[0.018956],[0.00036109],[0.88630002]
[647.96754717],[16.09474552],[0.03344925],[0.0011232],[0.88638575]
[470.34823422],[13.41703846],[0.02413862],[0.00059233],[0.88812531]
[473.5070356],[13.50499891],[0.02118398],[0.00045317],[0.88299886]
[555.32674365],[15.07774584],[0.01865102],[0.00034857],[0.80394418]
[556.1252995],[15.47735622],[0.01769038],[0.00031346],[0.77631216]
[435.91596052],[13.6115254],[0.01743368],[0.00030506],[0.84972129]
[450.18452098],[13.43874118],[0.0196026],[0.0003858],[0.87021023]
[472.30925376],[14.02514163],[0.01806739],[0.00032759],[0.81693549]
[525.29575957],[14.19428695],[0.0209765],[0.00044168],[0.87455645]
[509.84871327],[14.55030053],[0.01730014],[0.00029994],[0.84651634]
[547.35605966],[14.1626349],[0.02265978],[0.00051611],[0.86195287]
[527.54696223],[14.50359295],[0.01809315],[0.00032776],[0.79977518]
[569.95573827],[15.04119996],[0.01849646],[0.00034308],[0.78847611]
[739.66940438],[17.0747317],[0.02317065],[0.00054143],[0.83389909]
[549.39452393],[15.09152301],[0.0172809],[0.00029995],[0.83382878]
[553.51695093],[15.06593568],[0.01760142],[0.00031095],[0.81556297]
[519.9961149],[14.38119178],[0.01907355],[0.0003644],[0.7937213]
[461.94291825],[13.82581112],[0.0202165],[0.0004118],[0.85094373]
[466.53137573],[13.87879282],[0.02239126],[0.00050724],[0.88641324]
[770.39138802],[16.65310842],[0.01539935],[0.00023894],[0.83535043]
[881.72298451],[17.33599051],[0.01725366],[0.00029829],[0.77932551]
[970.28086943],[18.36402467],[0.01641888],[0.00027025],[0.75988463]
[778.01649461],[16.64603147],[0.01538164],[0.00023687],[0.85191229]
[888.47788193],[17.53747023],[0.01484261],[0.00022075],[0.8219185]
[597.66144873],[14.75501678],[0.01453924],[0.00021184],[0.88731943]
[986.33090061],[18.93777974],[0.01474551],[0.00021904],[0.78394715]
[1132.26290188],[20.64320374],[0.01433476],[0.00020717],[0.75864731]
[916.39912022],[18.23668065],[0.01512915],[0.00022935],[0.81942007]
[1158.48932995],[19.77481359],[0.01493042],[0.00022354],[0.77669599]
[926.97449711],[18.23960919],[0.01408014],[0.00019934],[0.82255482]
[959.59648558],[18.17252469],[0.01528354],[0.00023396],[0.78310634]
[578.87707717],[14.47251633],[0.01591896],[0.0002539],[0.88268182]
[1267.78433472],[20.58091471],[0.01501245],[0.00022643],[0.79747077]
[878.61818436],[17.2336017],[0.01524509],[0.00023282],[0.77844231]
[552.9226573],[14.40645884],[0.01539421],[0.00023743],[0.90450627]
[794.9142626],[16.62107379],[0.01846125],[0.00034233],[0.83460803]
[691.4637588],[15.45357188],[0.01514934],[0.00023018],[0.85809966]
[425.9436695],[12.77510644],[0.03467845],[0.0012112],[0.82073486]
[336.86952812],[11.72060466],[0.03062335],[0.00094355],[0.84721913]
[281.20079945],[10.79962973],[0.03725322],[0.00139351],[0.87718986]
[332.19513791],[11.82201521],[0.02131502],[0.00045582],[0.81264391]
[321.00686309],[11.38206418],[0.02489396],[0.00062334],[0.85003654]
[357.14658976],[12.39149405],[0.02724065],[0.00074549],[0.82583165]
[416.39232328],[12.42369466],[0.02689936],[0.00072492],[0.80023378]
[326.31217404],[11.28955105],[0.02877836],[0.00082993],[0.83860022]
[349.71633171],[12.31187612],[0.02946222],[0.00087145],[0.83386623]
[322.95568432],[11.86455025],[0.03089334],[0.00095667],[0.85024279]
[333.61495407],[11.73539825],[0.0349083],[0.00122071],[0.85264832]
[380.09835095],[13.04967561],[0.02210425],[0.00048976],[0.78696801]
[408.59034496],[13.25673647],[0.01963304],[0.00038736],[0.7520994]
[322.39768175],[11.20388164],[0.03834736],[0.00147578],[0.85977403]
[327.41730915],[12.02661353],[0.03284924],[0.00108111],[0.84669648]
[327.85011724],[11.70275433],[0.03184421],[0.00101648],[0.83807566]
[226.08497902],[9.56992008],[0.02333527],[0.000546],[0.83180793]
[262.55519071],[10.39804626],[0.02514725],[0.00063389],[0.78532789]
[220.44515169],[9.42985386],[0.02326157],[0.00054227],[0.83708165]
[226.17553356],[9.44319984],[0.02256438],[0.00050994],[0.84523673]
[258.53167931],[9.96656593],[0.02155454],[0.00046541],[0.82375457]
[190.72954158],[8.86729371],[0.02307803],[0.00053378],[0.86482465]
[259.77418874],[10.27834585],[0.02268052],[0.00051493],[0.83442041]
[216.8024472],[9.31343597],[0.02332308],[0.00054464],[0.85462555]
[244.67180155],[10.24224069],[0.02141661],[0.00045995],[0.82476462]
[254.15951421],[10.13279922],[0.02172491],[0.00047308],[0.83008505]
[341.2730892],[11.76978246],[0.0198721],[0.00039565],[0.81619911]
[284.01790828],[10.85656634],[0.02217341],[0.00049281],[0.78831976]
[278.32568688],[10.53421469],[0.02051169],[0.00042151],[0.81446783]
[253.58899885],[10.43836224],[0.02291797],[0.00052614],[0.75348004]
[274.39773312],[10.52860573],[0.02036951],[0.00041556],[0.81283173]
[231.12238726],[9.7249492],[0.02475568],[0.00061339],[0.83362604]
[220.30434735],[9.57644883],[0.02462077],[0.00060719],[0.85111788]
[203.86350452],[9.10956086],[0.02353125],[0.00055425],[0.86231006]
[204.30097611],[9.00347233],[0.02446222],[0.00059955],[0.86788855]
[258.51039086],[10.30456377],[0.02216489],[0.00049203],[0.82398357]
[287.67379609],[10.71722293],[0.02220062],[0.0004936],[0.80658759]
[297.24630256],[10.95856174],[0.02195121],[0.00048263],[0.81009729]
[229.46790788],[9.91703056],[0.02354388],[0.00055549],[0.82543883]
[267.45853836],[10.4297034],[0.02200689],[0.0004849],[0.82125826]
[1096.21835183],[21.95276626],[0.01657023],[0.00028013],[0.80819896]
[794.95589822],[19.21146871],[0.01370641],[0.0001882],[0.78295229]
[719.26090522],[18.65890194],[0.01336109],[0.00017872],[0.79004672]
[834.16124287],[19.67761668],[0.01343919],[0.00018094],[0.77535025]
[732.76048269],[18.72020684],[0.01361122],[0.00018545],[0.79816809]
[716.70275539],[18.58255658],[0.01342182],[0.00018035],[0.80046512]
[1027.67176545],[20.97868583],[0.01672366],[0.00028527],[0.80773038]
[742.07291219],[18.88183578],[0.01300624],[0.00016936],[0.78980008]
[737.81647223],[18.69864081],[0.01369331],[0.00018767],[0.79548924]
[1006.52527675],[21.17606197],[0.01653915],[0.00027837],[0.81772502]
[809.36675625],[19.48487878],[0.01279925],[0.000164],[0.8057616]
[857.96826951],[19.96611951],[0.0129273],[0.00016749],[0.79241576]
[835.06417292],[20.03624953],[0.012478],[0.00015598],[0.77165348]
[865.28895987],[20.30362377],[0.01269546],[0.00016134],[0.76324242]
[741.22751794],[18.78068706],[0.0137002],[0.00018815],[0.7911301]
[846.02238238],[20.72231597],[0.01094015],[0.00011981],[0.80071692]
[783.51655288],[20.10932495],[0.01126191],[0.00012708],[0.80315523]
[705.42868737],[19.32399853],[0.01113665],[0.00012417],[0.84035451]
[849.17077059],[20.76287369],[0.0111702],[0.00012502],[0.82830434]
[873.27282744],[21.0946944],[0.01089192],[0.00011886],[0.82703904]
[832.13207027],[20.83578919],[0.01093224],[0.00011983],[0.8276561]
[879.92460425],[21.02822333],[0.01134977],[0.00012898],[0.77229528]
[822.34896922],[20.33449631],[0.0122569],[0.00015054],[0.79773211]
[943.94768678],[21.08006035],[0.01135209],[0.00012899],[0.80040209]
[789.31189807],[19.84966453],[0.01218877],[0.00014873],[0.80382773]
[868.66677936],[21.22497972],[0.01062423],[0.00011299],[0.81444491]
[772.7015474],[20.06412125],[0.01132113],[0.00012836],[0.79478631]
[837.38593628],[20.79893672],[0.01103835],[0.00012205],[0.79931478]
[810.51474608],[20.31392528],[0.01136229],[0.00012926],[0.7847238]
[833.98542127],[20.65606497],[0.01084737],[0.00011783],[0.81295554]
[880.54796208],[21.25230694],[0.01118199],[0.0001252],[0.80352552]
[835.28995021],[20.65236682],[0.01128755],[0.00012765],[0.79999291]
[823.00280665],[20.51032311],[0.01092226],[0.00011952],[0.82697642]
[782.38701259],[19.50329113],[0.01204203],[0.00014536],[0.78435735]
[861.77541926],[21.02086724],[0.01092833],[0.0001197],[0.81629322]
[871.99710535],[20.96711913],[0.01100541],[0.00012131],[0.81347756]
[893.85949329],[21.07435859],[0.01313302],[0.00017283],[0.78146425]
[894.79887434],[21.17248204],[0.01069651],[0.00011465],[0.8127507]
[731.39127712],[19.59733454],[0.01149262],[0.00013228],[0.83305864]
[846.48409441],[20.57874465],[0.01135528],[0.00012915],[0.79848233]
[679.51753944],[19.0835408],[0.01126969],[0.00012718],[0.84159015]
[738.02363319],[19.18876882],[0.01160301],[0.00013482],[0.83087212]
[776.55108348],[20.26678044],[0.01098615],[0.00012085],[0.82058769]
[815.7357832],[20.92944348],[0.01054808],[0.00011136],[0.82534432]
[756.44633801],[19.67196687],[0.01138659],[0.00012978],[0.81154848]
[780.55782166],[20.08674138],[0.01165656],[0.00013604],[0.80859591]
[582.46937227],[17.69366901],[0.01195248],[0.00014306],[0.83538279]
[764.63914845],[19.79273113],[0.01134233],[0.00012878],[0.80038199]
[823.91567516],[20.43528252],[0.0110891],[0.00012311],[0.80574569]
[702.89353664],[19.21694303],[0.01168824],[0.00013676],[0.82116194]
[778.58127788],[20.02989666],[0.01120925],[0.00012583],[0.80800227]
[756.77672909],[19.69035319],[0.01121008],[0.00012578],[0.82699099]
[695.91719578],[19.29395877],[0.01139431],[0.00013008],[0.82628497]
[598.35155125],[17.72590819],[0.01153134],[0.00013316],[0.85494891]
[628.81363492],[18.142016],[0.01179893],[0.00013939],[0.84242281]
[614.39162037],[17.99548661],[0.01184141],[0.00014046],[0.84421014]
[639.37219787],[18.20994482],[0.01207439],[0.00014599],[0.84292633]
[642.50528067],[18.27756791],[0.01193835],[0.00014272],[0.84297989]
[647.17412621],[18.53054489],[0.01169745],[0.00013702],[0.83697886]
[928.39163455],[21.54777669],[0.01128384],[0.0001275],[0.78797557]
[774.24396812],[19.98149623],[0.01112301],[0.00012386],[0.83153294]
[791.71666551],[20.30486448],[0.01100477],[0.00012121],[0.81862641]
[846.73210735],[20.80048399],[0.01100183],[0.00012114],[0.82492792]
[848.64110076],[21.01520985],[0.01092215],[0.00011944],[0.80489496]
[827.68195761],[19.17501712],[0.01994802],[0.00040093],[0.69674656]
[894.73558351],[19.35843308],[0.01942719],[0.00037916],[0.66995551]
[840.19717144],[19.33967652],[0.01677623],[0.00028214],[0.68137638]
[867.14397951],[19.48193024],[0.01729473],[0.00029991],[0.66591632]
[674.91361334],[17.75377795],[0.01634698],[0.00026794],[0.72423206]
[707.85268831],[17.74760228],[0.0186754],[0.00035093],[0.73271726]
[858.68724813],[18.81655118],[0.02089092],[0.00043754],[0.69559997]
[889.80660614],[19.43866253],[0.02140465],[0.00046923],[0.67621808]
[794.88749838],[18.20563361],[0.01963868],[0.0003868],[0.69714587]
[801.5146785],[19.19372238],[0.0165816],[0.00027605],[0.69692028]
[777.26744571],[18.88647158],[0.01637815],[0.00026927],[0.69635084]
[747.22842822],[18.60089209],[0.01479675],[0.00021942],[0.68203068]
[887.03517948],[19.25318454],[0.01645969],[0.00027148],[0.66425191]
[487.36313358],[14.60862505],[0.02037192],[0.00041572],[0.71076556]
[904.91541652],[19.02669849],[0.01782735],[0.00031831],[0.57808697]
[902.02077738],[19.58620624],[0.01615739],[0.00026131],[0.58846409]
[951.60426936],[19.74111577],[0.01756265],[0.00030905],[0.58121864]
[946.49859924],[19.70518406],[0.01716365],[0.00029499],[0.57207167]
[950.02933675],[19.72409442],[0.01720237],[0.0002962],[0.58793379]
[487.08239249],[15.31271064],[0.01751743],[0.00030712],[0.7204364]
[816.37701155],[18.81011809],[0.01703235],[0.0002905],[0.61404437]
[773.59505322],[17.93039228],[0.01685123],[0.00028435],[0.65574104]
[430.18652483],[14.03883099],[0.01896683],[0.00036101],[0.76257888]
[857.59726942],[18.60318595],[0.01730347],[0.00029989],[0.63252167]
[412.38152557],[13.5896212],[0.01953353],[0.00038229],[0.76458414]
[410.0494871],[13.51971255],[0.01940662],[0.00037731],[0.76886683]
[888.43241853],[18.88728924],[0.01682487],[0.00028346],[0.7046711]
[463.87633708],[14.40861058],[0.01956194],[0.00038321],[0.76678961]
[456.26618419],[14.37730043],[0.02000012],[0.00040049],[0.76273777]
[489.14574075],[15.1101346],[0.01814936],[0.00032969],[0.71698333]
[447.35347346],[14.28138878],[0.01908673],[0.00036473],[0.74214986]
[789.41700672],[17.77004331],[0.01823749],[0.00033307],[0.7596473]
[293.35249399],[11.01257949],[0.02418258],[0.00058694],[0.78365277]
[369.0662336],[11.75452854],[0.02245727],[0.00050637],[0.80179577]
[611.98546322],[15.48189689],[0.0172326],[0.00029756],[0.7912496]
[398.58789357],[12.0782383],[0.02391758],[0.00057356],[0.71014145]
[291.22957566],[10.58491503],[0.02650704],[0.00070429],[0.77967458]
[343.84361785],[11.55831031],[0.02257139],[0.00051051],[0.74394664]
[328.40849323],[11.18402247],[0.02327666],[0.0005435],[0.78503776]
[395.76616899],[11.71102574],[0.02460621],[0.00060689],[0.68672652]
[377.17486775],[11.69467649],[0.02275344],[0.00051891],[0.75801053]
[706.21537364],[16.11940599],[0.0181256],[0.00032922],[0.73217403]
[319.74830877],[11.04047917],[0.02769944],[0.00077022],[0.75323046]
[348.97342],[11.37412449],[0.02404728],[0.0005801],[0.74134913]
[394.0064585],[12.16916118],[0.02223229],[0.00049514],[0.72737812]
[299.37824184],[10.55495944],[0.02409439],[0.00058169],[0.78145838]
[264.35716758],[10.2439396],[0.02495971],[0.00062438],[0.79025795]
[324.87043456],[11.16631082],[0.02544141],[0.00064986],[0.73275402]
[357.97911515],[11.40759336],[0.02361807],[0.00055952],[0.76867286]
[681.3191141],[15.98395605],[0.01752809],[0.00030783],[0.7688054]
[233.62683468],[9.38737333],[0.0269071],[0.00072524],[0.80077643]
[325.10489966],[10.93674929],[0.02397955],[0.00057631],[0.75689583]
[639.72078644],[15.49606954],[0.02205895],[0.00048765],[0.76941672]
[360.97209792],[11.82373785],[0.02427536],[0.00059163],[0.74393143]
[577.91742263],[14.62282724],[0.02792806],[0.00078348],[0.63551621]
[580.61729852],[14.53230071],[0.02572185],[0.00066367],[0.63760579]
[596.00954484],[15.34783313],[0.02012947],[0.00040725],[0.64393621]
[509.28427735],[14.01410648],[0.02214796],[0.00049232],[0.65738446]
[629.282318],[16.65682189],[0.01735474],[0.0003021],[0.67751437]
[476.73494217],[13.85880658],[0.02121669],[0.00045187],[0.6724591]
[559.91206732],[15.20991301],[0.01850002],[0.00034356],[0.682069]
[579.92713563],[15.58097902],[0.01784765],[0.00032007],[0.6659159]
[533.29573318],[14.19986804],[0.02273652],[0.00051861],[0.67337637]
[538.21338835],[14.50095074],[0.01975438],[0.00039173],[0.67888527]
[547.18981421],[14.7260205],[0.0194143],[0.00037818],[0.67973613]
[558.89674695],[14.66112915],[0.01980794],[0.00039337],[0.67549185]
[507.73496727],[13.72923256],[0.02300077],[0.00053019],[0.69526279]
[552.90086498],[14.79021397],[0.01947047],[0.00038109],[0.68564578]
[505.10847781],[14.20082655],[0.02181663],[0.00047826],[0.71373961]
[556.66158388],[14.36145346],[0.02109609],[0.00044783],[0.66301759]
[566.62966435],[15.10830339],[0.01989664],[0.00039785],[0.66116253]
[513.66486931],[13.87661154],[0.0243686],[0.00059529],[0.68464476]
[1203.04398187],[21.30364127],[0.01505338],[0.00022758],[0.53528684]
[864.43841322],[18.80321998],[0.01518523],[0.00023136],[0.54159812]
[941.02480267],[19.40078238],[0.01505096],[0.00022719],[0.53003343]
[934.12259752],[19.0596072],[0.01412054],[0.00019982],[0.55158377]
[763.20191171],[16.46701887],[0.01787217],[0.00032003],[0.64244385]
[733.75202803],[17.11648994],[0.01610866],[0.0002599],[0.59071092]
[787.33253117],[18.0713796],[0.0147591],[0.00021824],[0.61043241]
[668.85746999],[16.66214312],[0.01659202],[0.00027574],[0.65329686]
[537.58141689],[14.57332359],[0.01831631],[0.00033617],[0.64588268]
[518.38338279],[14.96029556],[0.01784362],[0.00031876],[0.71176443]
[969.02106613],[19.81089585],[0.0143645],[0.00020655],[0.60480952]
[804.73358944],[17.61583327],[0.01464021],[0.0002146],[0.61251253]
[762.24242175],[17.33053996],[0.01571394],[0.00024725],[0.64298178]
[674.57284897],[16.37450943],[0.01646676],[0.00027203],[0.65305328]
[763.01309633],[17.29257085],[0.01512607],[0.00022919],[0.6394615]
[637.83277669],[16.57913809],[0.0152972],[0.00023432],[0.70188901]
[839.54710478],[18.20830425],[0.01469121],[0.0002163],[0.64589478]
[489.99892176],[13.88581183],[0.02008898],[0.00040501],[0.74531611]
[714.16940808],[15.9506516],[0.01678133],[0.00028231],[0.56609531]
[724.06812342],[16.24436845],[0.01625651],[0.00026475],[0.60737627]
[802.83882105],[18.03405384],[0.01549375],[0.00024039],[0.62274876]
[676.83708081],[16.11842225],[0.01651743],[0.00027327],[0.65046564]
[813.6009128],[17.55207719],[0.01504498],[0.00022681],[0.6186909]
[707.76866808],[15.85338962],[0.01762258],[0.00031118],[0.61780599]
[667.41903931],[15.82384793],[0.03551595],[0.00126649],[0.61454338]
[428.52235601],[13.19055136],[0.02017037],[0.00040839],[0.76658835]
[780.86270223],[17.0406661],[0.0159534],[0.00025503],[0.55577144]
[808.35335569],[17.52942045],[0.01560961],[0.00024398],[0.62112713]
[791.00601541],[17.15806709],[0.01649653],[0.00027261],[0.62615673]
[669.9494934],[16.72965269],[0.01605467],[0.00025818],[0.6403058]
[762.41230308],[17.9364345],[0.01517052],[0.00023048],[0.64243992]
[1912.03272622],[26.37787814],[0.04991424],[0.00249506],[0.75487159]
[761.83081281],[17.45616863],[0.01568263],[0.00024627],[0.62280161]
[1912.97143817],[26.37709779],[0.0500596],[0.00250964],[0.75498346]
[777.56767613],[17.69907131],[0.01766417],[0.00031263],[0.62376004]
[850.44146279],[18.27197021],[0.01605978],[0.00025823],[0.6637471]
[891.17362571],[18.46778435],[0.01497697],[0.00022463],[0.63778124]
[1058.7906631],[20.21400115],[0.01362283],[0.00018596],[0.63755355]
[1008.86319353],[19.69693317],[0.01396825],[0.00019557],[0.64744686]
[1115.91395302],[20.32614192],[0.01436684],[0.00020672],[0.60035553]
[913.30018047],[18.73855473],[0.01552254],[0.00024128],[0.60783427]
[886.03232494],[18.75295091],[0.01560161],[0.00024373],[0.6125233]
[688.01705711],[17.53500223],[0.0150145],[0.00022588],[0.67173808]
[664.0136787],[16.99656897],[0.0149823],[0.00022496],[0.67994045]
[933.82127309],[19.08915309],[0.01509083],[0.0002286],[0.56892196]
[1192.83692089],[21.62358944],[0.01337239],[0.00017911],[0.55889037]
[1042.78641235],[19.88055296],[0.0139176],[0.00019414],[0.60029578]
[1133.94265065],[20.79970076],[0.01373809],[0.00018903],[0.5745546]
[928.08177737],[18.87653564],[0.01575411],[0.00024871],[0.59228057]
[904.77044579],[18.78062386],[0.01583084],[0.00025111],[0.58090686]
[1255.47405134],[22.02703137],[0.01324384],[0.00017581],[0.54352182]
[1189.69301377],[21.02565467],[0.01399307],[0.00019608],[0.55663984]
[744.85048841],[16.23193656],[0.01625608],[0.00026475],[0.69907388]
[464.06925526],[14.46012022],[0.01557948],[0.00024421],[0.80907059]
[419.13640482],[13.63131807],[0.0161913],[0.00026341],[0.81505499]
[619.86243788],[16.30785378],[0.01644015],[0.00027472],[0.77715748]
[428.4633032],[13.87288109],[0.01621817],[0.00026374],[0.81693145]
[445.5505829],[14.07989242],[0.01674008],[0.00028097],[0.82012781]
[465.95327437],[14.37315188],[0.01579916],[0.00025061],[0.8110426]
[627.43757003],[15.83300075],[0.01934798],[0.00038104],[0.75293849]
[396.27176387],[13.48681297],[0.01550484],[0.00024129],[0.8360925]
[378.25673837],[13.2757997],[0.01807432],[0.00032777],[0.83691986]
[416.12886722],[13.72115803],[0.01617477],[0.00026238],[0.82427805]
[395.19654433],[13.35031584],[0.01675783],[0.00028172],[0.82872531]
[385.45502928],[13.36880447],[0.01660615],[0.00027658],[0.83577065]
[534.09113628],[15.12676296],[0.01516949],[0.00023083],[0.77600078]
[394.82262129],[13.47813266],[0.01682882],[0.00028473],[0.82634306]
[459.95995883],[14.05760821],[0.01697842],[0.00028926],[0.77526712]
[441.74634578],[13.85347128],[0.01588016],[0.0002527],[0.79500328]
[532.26149971],[15.11910194],[0.01569782],[0.00024764],[0.77579017]
[367.39885601],[13.00887271],[0.01786124],[0.00032014],[0.84146346]
[385.34957464],[13.26194986],[0.0165295],[0.00027433],[0.8382046]
[405.04156146],[13.69168436],[0.01578808],[0.00024982],[0.82612449]
[454.26109824],[14.19863651],[0.01523642],[0.00023274],[0.79664162]
[440.52964174],[13.87164891],[0.01553021],[0.00024211],[0.79541714]
[463.40900027],[14.24463605],[0.01540298],[0.00023799],[0.7905918]
[389.29499372],[13.47175987],[0.01638697],[0.00026933],[0.83466235]
[429.34283086],[13.84508189],[0.016468],[0.0002723],[0.82096188]
[463.31854084],[14.26636312],[0.01616598],[0.00026238],[0.79025425]
[480.40274147],[14.41155645],[0.01529492],[0.00023475],[0.78514674]
[520.64514924],[14.06434268],[0.02525151],[0.00065466],[0.83463933]
[518.38453175],[13.96313101],[0.02260045],[0.00052551],[0.81433055]
[406.11761126],[12.56942915],[0.02185351],[0.00047969],[0.82534852]
[577.49088426],[15.28713993],[0.01982935],[0.00039905],[0.82996253]
[395.91304307],[12.77194199],[0.02111962],[0.00045226],[0.85481725]
