Contrast,Dissimilarity,Energy,ASM,Correlation
[49.15889433],[4.1187151],[0.0347336],[0.00121437],[0.97011891]
[55.33656029],[4.54762372],[0.02981615],[0.00089656],[0.9676238]
[52.23309528],[4.44196813],[0.03013338],[0.00091553],[0.96879606]
[122.26470674],[6.04872156],[0.02782334],[0.00078127],[0.94612626]
[94.46469977],[5.54991579],[0.0281346],[0.000799],[0.95760324]
[84.46248048],[5.33353354],[0.02827482],[0.00080585],[0.96437117]
[134.10693823],[6.22816518],[0.02744953],[0.00076045],[0.94901004]
[61.0888905],[4.71728307],[0.0278362],[0.0007833],[0.97309855]
[81.16249688],[5.33722751],[0.0234252],[0.00055504],[0.97731475]
[78.21543554],[5.33563028],[0.02272489],[0.00052307],[0.9784043]
[86.13413703],[5.39839124],[0.02407703],[0.00058541],[0.97302968]
[55.04287745],[4.48566949],[0.03034495],[0.000934],[0.97522313]
[64.96663836],[4.84045237],[0.02673818],[0.00072475],[0.97212128]
[57.40269674],[4.4435432],[0.03025194],[0.00092782],[0.97558938]
[58.35304348],[4.54075491],[0.02970271],[0.00089291],[0.97385358]
[59.2334381],[4.56074547],[0.02881761],[0.00084117],[0.97620972]
[59.07443297],[4.56277065],[0.02902662],[0.00085328],[0.9746627]
[55.62913294],[4.51061195],[0.02969228],[0.00089622],[0.97522127]
[61.05773653],[4.63303616],[0.02757115],[0.00077036],[0.97473218]
[62.83628964],[4.65255639],[0.02816792],[0.0008038],[0.97404995]
[61.50926478],[4.60153816],[0.03011366],[0.00091897],[0.97399448]
[52.74289275],[4.29075467],[0.03093669],[0.00096826],[0.97548521]
[59.93180156],[4.56467218],[0.03047449],[0.00093992],[0.97196355]
[60.79598096],[4.65633707],[0.02726493],[0.00075342],[0.97678113]
[59.74737505],[4.60790674],[0.02785631],[0.00078754],[0.97714049]
[28.3472036],[2.44414079],[0.07541506],[0.00571226],[0.96535681]
[17.32906045],[2.06016034],[0.07842743],[0.00617502],[0.97128083]
[22.62664421],[2.28712863],[0.06929804],[0.00482226],[0.96398956]
[13.43239734],[1.96182197],[0.07475309],[0.00561178],[0.97784093]
[17.14612787],[2.14096249],[0.07802632],[0.00611059],[0.97460807]
[18.55924645],[2.0968781],[0.07827382],[0.00614309],[0.97883277]
[15.96483321],[2.04040265],[0.07830065],[0.0061529],[0.97168598]
[18.12148706],[2.23770024],[0.06866507],[0.00473435],[0.97693573]
[16.87528094],[2.07201266],[0.07199741],[0.00520418],[0.97327818]
[16.82020134],[2.09942519],[0.06930448],[0.00482336],[0.97296624]
[18.60409542],[2.20182215],[0.06821553],[0.00468268],[0.97146925]
[16.59781089],[2.08785817],[0.06991479],[0.00491326],[0.97243312]
[12.38819694],[1.86917598],[0.07099338],[0.00506533],[0.98183626]
[18.16608864],[2.20205429],[0.06596034],[0.00438171],[0.97135914]
[11.12290084],[1.92795234],[0.06789222],[0.00464055],[0.98112594]
[28.81729629],[2.70370407],[0.05719218],[0.00329235],[0.97723964]
[22.37329003],[2.30266995],[0.06115495],[0.003765],[0.9708428]
[36.53451191],[3.12000572],[0.05054692],[0.00257105],[0.96746689]
[31.75693881],[2.83917301],[0.0517477],[0.00269446],[0.96892977]
[40.29211371],[3.27411526],[0.04887959],[0.00240363],[0.97014701]
[10.89430602],[1.7903289],[0.07471921],[0.00560639],[0.97958379]
[13.8183245],[2.0308183],[0.0681148],[0.00467305],[0.97429119]
[109.84094171],[5.98214021],[0.02979215],[0.00089697],[0.95108111]
[99.0291001],[5.76515249],[0.02716754],[0.0007473],[0.95334543]
[110.66451575],[5.99675553],[0.02722096],[0.0007503],[0.95007155]
[96.00800552],[5.51214306],[0.02776991],[0.00077971],[0.95397989]
[89.48687995],[5.225028],[0.02963979],[0.00088544],[0.96151406]
[94.00899535],[5.61996443],[0.02690105],[0.00073302],[0.95378653]
[65.29761174],[4.77134839],[0.03044835],[0.00093721],[0.96005917]
[92.90780666],[5.57451168],[0.0262078],[0.00069528],[0.95941325]
[70.56317716],[4.70836038],[0.03324362],[0.00111869],[0.95772497]
[71.73364868],[5.11944106],[0.02786564],[0.0007861],[0.960942]
[92.65273694],[5.75778429],[0.02793732],[0.0007883],[0.95409721]
[75.8964099],[5.25060959],[0.02709042],[0.00074167],[0.95979588]
[75.28618446],[5.16404494],[0.02835919],[0.00081205],[0.95958782]
[51.04841192],[4.1809166],[0.0425317],[0.00182298],[0.96544016]
[65.51779331],[4.72891439],[0.03585701],[0.00129745],[0.96091723]
[79.68565513],[5.21287173],[0.02779414],[0.00077899],[0.96084921]
[77.26382191],[5.07517515],[0.02867499],[0.00082937],[0.96114576]
[56.3387183],[4.47152354],[0.03295516],[0.00109411],[0.96791419]
[56.42210774],[4.54383869],[0.02791308],[0.00078796],[0.96568973]
[40.24813116],[3.41930987],[0.03711633],[0.00138923],[0.97687283]
[57.10093584],[3.99585144],[0.02865192],[0.00082923],[0.973875]
[47.5339464],[3.6467704],[0.02974309],[0.00089507],[0.97796241]
[39.94428635],[3.35564361],[0.03269212],[0.00107906],[0.97832958]
[40.57720045],[3.3970402],[0.0323892],[0.00105817],[0.97844308]
[64.42450456],[4.01028367],[0.02944229],[0.00087445],[0.97179817]
[47.9983817],[3.51670952],[0.03344955],[0.00112816],[0.97425577]
[46.37316785],[3.58248947],[0.03221246],[0.0010454],[0.97502843]
[32.47646914],[3.46819721],[0.03113505],[0.00097799],[0.98199706]
[28.53551251],[3.34316415],[0.03122685],[0.00098567],[0.98382372]
[52.06590795],[3.78604908],[0.03745518],[0.00141337],[0.97282395]
[74.66014765],[4.29701268],[0.03167349],[0.00101121],[0.96718184]
[65.44899557],[4.06403244],[0.03131863],[0.0009891],[0.96979161]
[75.95765973],[4.26586186],[0.02934499],[0.00086966],[0.96685691]
[50.88224299],[3.6491838],[0.03351555],[0.00113259],[0.97180055]
[50.40577035],[3.65866062],[0.03345073],[0.00112819],[0.97204665]
[74.42333503],[4.26423254],[0.02977445],[0.0008952],[0.967468]
[72.42173937],[4.2187328],[0.03035405],[0.00092977],[0.96814194]
[39.96755141],[3.18776229],[0.03424601],[0.00118237],[0.98111366]
[90.11013486],[4.51859047],[0.02859562],[0.00082502],[0.97041721]
[75.96532607],[4.36238455],[0.03027625],[0.00092543],[0.96775444]
[55.93152958],[3.87374183],[0.03259062],[0.0010714],[0.97097228]
[53.87054096],[3.78785895],[0.03378511],[0.00115004],[0.9717814]
[74.70308855],[4.33919941],[0.02967129],[0.00088776],[0.9676762]
[67.83051903],[4.23950745],[0.02907443],[0.00085229],[0.96990171]
[59.7960489],[3.89514181],[0.03103818],[0.00097094],[0.97125238]
[45.37421931],[3.4580132],[0.0322463],[0.00105032],[0.97435895]
[28.55382374],[3.34529068],[0.03024869],[0.00092543],[0.98373282]
[26.04221046],[3.22641307],[0.03084997],[0.00096352],[0.98525543]
[50.75470087],[3.7801059],[0.0300753],[0.00091444],[0.97235989]
[55.44566549],[3.90367687],[0.03608562],[0.00131298],[0.97143977]
[46.30828496],[3.62824096],[0.03410905],[0.0011723],[0.9752592]
[53.72261145],[3.8028149],[0.03427953],[0.00118951],[0.96984953]
[52.82979791],[3.88427471],[0.03362172],[0.00114261],[0.97008913]
[49.35847043],[3.7329054],[0.03452438],[0.00120441],[0.9717611]
[50.50253995],[3.7953256],[0.03270849],[0.00108134],[0.97295847]
[24.04928525],[3.00979432],[0.03406929],[0.00117472],[0.97947582]
[54.27764915],[3.76842251],[0.03502154],[0.00123806],[0.96943564]
[51.65215036],[3.81959574],[0.03152025],[0.0010045],[0.97159603]
[21.90576514],[2.92204211],[0.0336332],[0.00114567],[0.98306815]
[20.84870408],[2.87091853],[0.03563812],[0.00128779],[0.98306011]
[58.66233243],[4.0842532],[0.03490278],[0.0012311],[0.98431427]
[85.20911249],[4.60070891],[0.03115647],[0.00098146],[0.97626758]
[72.89274826],[4.29585587],[0.03120958],[0.00098219],[0.97123107]
[47.86463048],[3.81729605],[0.03494992],[0.00123165],[0.98536941]
[63.86783124],[4.13860951],[0.03413994],[0.00117484],[0.97719522]
[60.53595499],[4.05728424],[0.03834975],[0.00147756],[0.98307361]
[60.5756881],[4.0615264],[0.03561794],[0.00127678],[0.98337956]
[71.90786055],[4.56616818],[0.03184836],[0.00102345],[0.97817259]
[65.54095641],[4.42293336],[0.03288284],[0.00109032],[0.97940339]
[73.99254097],[4.62238231],[0.03030214],[0.00092891],[0.97904104]
[67.7507635],[4.4609306],[0.03168873],[0.00101601],[0.97655156]
[55.70509484],[3.9888556],[0.03230765],[0.00105347],[0.98505716]
[52.43631037],[3.85431933],[0.03282885],[0.0010886],[0.98604628]
[66.2995599],[3.96149187],[0.03276443],[0.0010825],[0.97786988]
[49.26528339],[3.77795249],[0.03322406],[0.00111448],[0.98504584]
[74.44896082],[4.25009518],[0.0300276],[0.00091047],[0.97464458]
[67.50776879],[4.09272736],[0.03885401],[0.00153055],[0.98298243]
[66.98519759],[4.23555215],[0.03439252],[0.0011978],[0.98364054]
[104.22397593],[4.92666015],[0.03278783],[0.00108666],[0.97596891]
[47.64509615],[3.72236962],[0.0373347],[0.00140672],[0.9886315]
[55.37635904],[3.80463458],[0.03711838],[0.00138984],[0.98671816]
[60.65806253],[3.91507267],[0.0386404],[0.0015051],[0.98469233]
[57.90639652],[3.80271028],[0.03361792],[0.0011395],[0.98110157]
